,Produto,EAN,Marca,Descrição
3364,"Brasart HCT 160/12,5Mg 90Comprimidos",7894916512480,EMS PRESCRIÇÃO,
3365,BRAMICAR 80MG 60CPR,7894916516723,EMS PRESCRIÇÃO,
3366,Nidue 12 Comprimidos,7896004775623,EMS,
3367,OLMY 20MG 30CPR,7894916510318,EMS,
3368,Omeprazol 20mg 28 Cápsulas Neo Química,7896714230290,NEO QUIMICA - GENERICOS,
3369,Ziprol 40Mg 28Comprimidos,7897851220823,BALDACCI,
3370,Oxotron 60Mg 15Comprimidos,7896658030192,ACHE,
3371,Cimegripe Dor e Febre 20 Comprimidos,7896523201740,CIMED,
3372,Carmed Hidratante Labial Menta Incolor 10G,7897947600331,CIMED,"Desenvolvido especialmente para a pele delicada dos lábios, o Carmed possui 80% da sua formulação a base de óleos combinados com ingredientes nutritivos e hidratantes que mantém a umidade natural dos lábios, proporcionando hidratação intensa e auxiliando no tratamento e na prevenção das rachaduras labiais."
3373,Aripiprazol 10mg 30 Comprimidos Sandoz,7897595627032,SANDOZ GENERICOS,Aripiprazol é indicado para:- Tratamento de esquizofrenia.- Transtorno Bipolar como monoterapia ou terapia adjuntiva:Monoterapia:Aripiprazol é indicado para o tratamento agudo e de manutenção de episódios de mania e mistos associados ao transtorno bipolar do tipo I.Terapia Adjuntiva (terapia complementar à terapia principal):Aripiprazol é indicado como terapia complementar à terapia com lítio ou valproato para o tratamento agudo de episódios de mania ou mistos associados ao transtorno bipolar do tipo I.
3374,Manivasc 20Mg 28Comprimidos,7896672202353,FARMALAB,
3375,Meleato Enalapril 5mg 30 Comprimidos Neo Química,7896714205830,NEO QUIMICA - GENERICOS,
3376,Paracetamol+Fosfato de Codeína 500+30mg 12 Comprimidos Neo Química,7896714263137,NEO QUIMICA - GENERICOS,
3377,Assert 100Mg 30Comprimidos,7891317014148,MOMENTA FARMACÊUTICA LTDA.,
3378,"Dexclorfeniramina+Betametasona 2+0,25mg Xarope 120ml Cimed",7896523207988,CIMED,"Indicação: Maleato de dexclorfeniramina + betametasona xarope é indicado no tratamento adjuvante de doenças alérgicas do aparelho respiratório, como asma brônquica grave e rinite alérgica; nas doenças alérgicas da pele, como dermatite atópica (eczema), dermatite de contato, reações medicamentosas e doença do soro; e nas doenças alérgicas inflamatórias oculares, como ceratites (inflamações da córnea), conjuntiva (conjuntivite) e das porções internas do olho (irite nãogranulomatosa, coriorretinite, iridociclite, coroidite e uveíte). Nestas doenças oculares, maleato de dexclorfeniramina + betametasona inibe a fase aguda da inflamação, contribuindo para preservar a integridade funcional do globo ocular, enquanto se realiza o tratamento da infecção ou de distúrbio por outra causa com terapia específica.Posologia: Seu médico irá lhe prescrever uma dosagem individualizada com base na doença a ser tratada, na gravidade da sua resposta ao tratamento.Quando não devo usar este medicamento: Não utilize maleato de dexclorfeniramina + betametasona se você já teve qualquer alergia ou alguma reação incomum a qualquer um dos componentes da fórmula do produto. Maleato de dexclorfeniramina + betametasona está contraindicado para pacientes com infecção sistêmica por fungos, em prematuros e recém-nascidos, nos pacientes que estejam recebendo terapia com inibidores da monoaminoxidase (IMAOs) e nos que demonstrarem hipersensibilidade a qualquer dos componentes de sua fórmula ou a fármacos de estrutura química similar. Este medicamento é contraindicado para menores de 2 anos de idade.MALEATO DE DEXCLORFENIRAMINA 2MG/5ML + BETAMETASONA 0,25MG/5ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.br>VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99."
3379,Ampicilina 250mg/5ml Suspensão Oral 150ml Prati Donaduzzi,7898148290710,PRATI-DONADUZZI,
3380,Cetoconazol+Betametasona+Neomicina Creme 30g Cimed,7896523208855,CIMED,"Indicação: Cetoconazol + dipropionato de betametasona + sulfato de neomicina é indicado no tratamento de doenças de pele, onde se exigem ações anti-inflamatória, antibacteriana e antimicótica, causadas por germes sensíveis, como:
• Dermatite de contato (uma inflamação da pele, causada por uma substância que entra em contato com o corpo);
• Dermatite atópica (doença que geralmente dura muito tempo e que causa inflamação da pele, levando ao aparecimento de lesões e coceira);
• Dermatite seborreica (doença que se manifesta em partes do corpo onde existe maior produção de sebum pelas glândulas sebáceas associado a presença de um fungo);
• Intertrigo (irritação entre dobras da pele causada pela retenção de suor, calor, umidade e aumento de germes no local);
• Disidrose (lesões, que aparecem exclusivamente nas mãos e pés cuja origem pode ser parasitária, medicamentosa ou lérgica);
• Neurodermatite (inflamação da pele caracterizada por um ciclo contínuo de coceira e espessamento da pele).
Posologia: Você deve usar cetoconazol + dipropionato de betametasona + sulfato de neomicina apenas sob orientação do seu médico. Use o medicamento no local. Aplique uma fina camada do creme sobre a área afetada da pele, 1 vez ao dia. Em casos mais graves ou conforme orientação do médico, você pode aplicar 2 vezes ao dia.
Quando não devo usar este medicamento: Cetoconazol + dipropionato de betametasona + sulfato de neomicina é contraindicado se você tiver alergia a qualquer um dos componentes do medicamento. Você não deve usar o medicamento nos olhos e ao redor deles. Não use cetoconazol + dipropionato de betametasona + sulfato de neomicina em determinadas infecções da pele, tais como: catapora, herpes simples ou zoster, tuberculose cutânea ou sífilis cutânea. Se você tiver uma dessas doenças, deve procurar o seu médico antes de usar o medicamento. É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO.VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99."
3381,Dipropionato de Betametasona+Acido Salicilico Solucao Topica 30ml Germed,7896004720937,GERMED-SIGMA PHARMA,
3382,Besilato de Anlodipino 10mg 30 Comprimidos Cimed,7896523213590,CIMED,"O besilato de anlodipino comprimidos é indicado como medicamento de primeira escolha no tratamento da hipertensão (pressão alta) e angina de peito (dor no peito, por doença do coração) devido à isquemia miocárdica (falta de sangue no coração). O besilato de anlodipino comprimidos pode ser usado isoladamente ou em combinação com outros medicamentos para tratar as mesmas indicações acima.br>BESILATO DE ANLODIPINA 10MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99."
3383,Carbocisteína 50mg/ml Xarope Adulto 100ml Prati-Donaduzzi,7898148293353,PRATI-DONADUZZI,"O que é: A carbocisteína diminui a viscosidade das secreções pulmonares e facilita a retirada destas pela tosse, drenagem postural ou meio mecânico. É utilizada como fluidificante, expectorante e mucolítico. Após a administração, atinge o efeito máximo em 1 a 2 horas.
Para que serve: A carbocisteína é indicada em afecções agudas ou crônicas do trato respiratório, nas quais a secreção abundante e/ou viscosa do muco seja considerado agravante; além de ser indicada nos casos de bronquites agudas e crônicas, insuficiência respiratória crônica, rinites, sinusites e laringites. Tem ação fluidificante, expectorante e anti-inflamatória do epitélio brônquico e das vias aéreas superiores.
Modo de usar: Xarope pediátrico: Crianças entre 5 e 12 anos de idade: 5 mL a 10 mL, o que equivale a 5 mg/kg de peso, 3 vezes ao dia. Xarope adulto: Adultos: 5 mL a 10 mL do xarope adulto, o que equivale a 250 mg a 500 mg, 3 vezes ao dia. A dosagem utilizada pode ser modificada pelo médico, caso seja necessário. Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento, procure orientação do farmacêutico. Não desaparecendo os sintomas, procure orientação de seu médico ou cirurgião-dentista. SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. CARBOCISTEÍNA 50MG/ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE O MÉDICO E O FARMACÊUTICO. LEIA A BULA. MEDICAMENTO GENÉRICO - LEI Nº 9787/99."
3384,Loratadina 1mg/ml Xarope 100ml Prati-Donaduzzi,7898148294473,PRATI-DONADUZZI,"O que é: Este medicamento pertence a uma classe de medicamentos conhecidos como anti-histamínicos, que ajudam a reduzir os sintomas da alergia, prevenindo os efeitos da histamina, uma substância produzida pelo próprio corpo. Os sinais e sintomas oculares e nasais da rinite alérgica são rapidamente aliviados após a administração oral do produto.

Para que serve: Este medicamento é indicado para o alívio dos sintomas associados com a rinite alérgica, como: coceira nasal, nariz escorrendo (coriza), espirros, ardor e coceira nos olhos. Este medicamento também é indicado para o alívio dos sinais e sintomas da urticária e de outras alergias da pele.

Modo de usar: Adultos e crianças acima de 12 anos: 10 mL (10 mg) uma vez por dia. Não administrar mais de 10 mL em 24 horas. Crianças de 2 a 12 anos: Peso corporal abaixo de 30 kg: 5 mL (5 mg) uma vez por dia. Não administrar mais de 5 mL em 24 horas. Peso corporal acima de 30 kg: 10 mL (10 mg) uma vez por dia. Não administrar mais de 10 mL em 24 horas. Seu médico ou farmacêutico irá informar quando você deve parar de tomar este medicamento. Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento, procure orientação do farmacêutico. Não desaparecendo os sintomas, procure orientação de seu médico ou cirurgião-dentista.

SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. LORATADINA 1MG/ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE O MÉDICO E O FARMACÊUTICO. LEIA A BULA. MEDICAMENTO GENÉRICO - LEI N.° 9.787/99."
3385,Fosfato Sódico de Predinisolona 1mg Solução 120ml Prati-Donaduzzi,7898148297207,PRATI-DONADUZZI,"Este medicamento é destinado ao tratamento de:
Desordens das glândulas: insuficiência adrenocortical primária ou secundária (interrupção na produção de hormônios pelas glândulas adrenais), (hidrocortisona ou cortisona na primeira escolha, os análogos sintéticos poderão ser utilizados em associação com mineralocorticoides quando necessário, em lactentes a suplementação mineralocorticoide é de particular importância), hiperplasia adrenal congênita (doença caracterizada pela deficiência nas glândulas adrenais), hipercalcemia (nível aumentado de cálcio) associada ao câncer; tireoidite não supurativa (doença inflamatória que afeta a glândula tireoide).

Desordens reumáticas: 
Como terapia auxiliar para administração a curto prazo em processos inflamatórios da articulação como: artrite psoriática (inflamação das articulações associada a psoríase da pele), artrite reumatoide (inflamação crônica das articulações), inclusive artrite reumatoide juvenil e outras doenças reumáticas como espondilite anquilosante (inflamação das articulações da coluna e grandes articulações, como os quadris, ombros e outras regiões), bursite aguda e subaguda (inflamação do coxim gorduroso existente nas articulações), tenosinovite inespecífica aguda (inflamação do tendão); artrite gotosa aguda (inflamação comumente conhecida como gota); osteoartrite após traumatismos (inflamação das articulações após um trauma no local); sinovite osteoartrítica (inflamação da membrana que envolve as articulações); epicondilite (inflamação dos tendões).

Doenças do colágeno: 
Durante uma exacerbação ou como terapia de manutenção em casos selecionados de lúpus eritematoso sistêmico (doença autoimune que pode acometer várias partes do corpo), dermatomiosite (polimiosite) sistêmica (doença caracterizada por inflamação e degeneração dos músculos do corpo todo); cardite reumática aguda (inflamação no coração).

Doenças da pele: 
Pênfigo (doença caracterizada pelo aparecimento de bolhas na pele e nas membranas mucosas); dermatite herpetiforme bolhosa (doença crônica que se caracteriza por uma sensação de queimadura intensa e coceira); eritema multiforme severo (Síndrome de Stevens-Johnson) (manchas vermelhas planas ou elevadas, bolhas, ulcerações que podem acontecer em todo o corpo); dermatite esfoliativa (alteração da pele acompanhada de descamação); micose fungoide (micose causada por fungo); psoríase severa (doença de pele caracterizada por lesões); dermatite seborreica severa (doença da pele caracterizada por coloração avermelhada, descamação oleosa e coceira).

Condições alérgicas: 
Controle de condições alérgicas severas ou incapacitantes que não respondem aos meios convencionais de tratamento em rinite alérgica permanente ou intermitente (inflamação da mucosa nasal produzida por uma reação alérgica), asma brônquica (perturbação da respiração que se caracteriza por crises recorrentes de dificuldade de respirar), dermatite de contato (reação alérgica da pele a substâncias), dermatite atópica (doença hereditária e não contagiosa, caracterizada por inflamação crônica da pele), doença do soro (reação imunológica que pode se manifestar com quadro de urticária, artrite e problemas nos rins) e reações de alergia a medicamentos.

Doenças oculares: Graves processos inflamatórios e alérgicos, agudos ou crônicos envolvendo o olho e seus anexos, tais como: conjuntivite alérgica (inflamação ou infecção na conjuntiva causado por alergia a alguma substância); ceratite (inflamação da córnea); úlceras marginais alérgicas da córnea (ferida ao redor da córnea); herpes zoster oftálmico (infecção viral no olho); irite [inflamação da íris (parte colorida do olho)]; iridociclite (inflamação da íris e corpo ciliar); corioretinite [infecção da retina (parte do olho responsável por formar a imagem) e da coroide (estrutura do olho que nutre a retina)]; inflamação do segmento anterior; coroidite e uveite [inflamação do plexo coroide e úvea (estruturas dos olhos)]; neurite ótica (inflamação do nervo óptico), oftalmia simpática (tipo de inflamação em ambos os olhos após o trauma de um olho).

Doenças respiratórias: 
Sarcoidose sintomática (doença autoimune com aparição de pequenos nódulos inflamatórios); Síndrome de Loëffler não controlável por outros meios (inflamação dos pulmões em resposta a processos alérgicos ou inflamatórios nos pulmões e no sangue); beriliose (inflamação pulmonar causada pela inalação de poeira ou gases que contêm berílio); tuberculose pulmonar fulminante ou disseminada quando utilizado concomitantemente à quimioterapia antituberculosa adequada; pneumonite por aspiração (inflamação no pulmão causada pela aspiração de líquidos, secreções do próprio corpo ou outras substâncias para dentro dos pulmões).

Desordens no sangue:
Púrpura trombocitopênica idiopática em adultos (alteração nas plaquetas, componente do sangue importante para a coagulação); trombocitopenia secundária em adultos (alteração nas plaquetas, componente do sangue importante para a coagulação); anemia hemolítica adquirida (autoimune; alteração nos glóbulos vermelhos do sangue); eritroblastopenia (anemia eritrocítica; alteração nos glóbulos vermelhos do sangue); anemia hipoplásica (eritroide) congênita (alteração nos glóbulos vermelhos do sangue).

Neoplasias: Para o tratamento paliativo de leucemias (doenças malignas das células brancas do sangue) e linfomas (doença maligna do sistema linfático) em adultos; leucemia aguda na infância.

Estados que cursam com inchaço: Para aumentar a quantidade de urina eliminada ou remissão da perda de proteínas pela urina da Síndrome Nefrótica Idiopática (alteração do funcionamento do rim), sem altas taxas de ureia no sangue, ou aquela devida ao lúpus eritematoso (doença autoimune que pode acometer várias partes do corpo).

Doenças gastrintestinais: Para auxiliar o paciente a superar um período crítico da doença em colite ulcerativa (doença inflamatória intestinal), enterite regional (doença intestinal crônica, também chamada de doença de Chrohn).

Sistema nervoso: Esclerose múltipla (doença degenerativa que afeta o sistema nervoso).

Miscelânea: Meningite tuberculosa (forma grave de tuberculose com infecção no sistema nervoso central) com bloqueio subaracnoide ou bloqueio eminente (bloqueio no fluxo de líquido que circula ao redor do sistema nervoso central, entre as meninges), quando utilizada concomitantemente à quimioterapia apropriada para tratamento da tuberculose; triquinose (doença causada pelos parasitas nemátodes) com envolvimento neurológico ou miocárdico.
SE PERSISTIREM OS SINTOMAS O MÉDICO DEVERÁ SER CONSULTADO. FOSFATO SÓDICO DE PREDNISOLONA PRATI-DONADUZZI É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE O MÉDICO E O FARMACÊUTICO. LEIA A BULA"
3386,Cymbi 30Mg 30Capsulas,7894916509343,SIGMA PHARMA,
3387,Atorvastatina Cálcica 10mg 30 Comprimidos Legrand,7894916146050,LEGRAND GENERICOS,
3388,Cloridrato de Terbinafina 250mg 28 Comprimidos Prati-Donaduzzi,7899547504682,PRATI-DONADUZZI,"Indicações: Indicado para onicomicoses (infecção fúngica da unha) causada por fungos dermatófitos; tinea capitis (infecção fúngica do couro cabeludo); infecções fúngicas da pele para o tratamento de tinea corporis, tinea cruris, tinea pedis; infecções cutâneas causadas por leveduras do gênero Candida (como por exemplo Candida albicans), em que a terapia por via oral geralmente é considerada apropriada, conforme o local, a gravidade ou a amplitude da infecção. 

Contraindicações: Se você for alérgico (hipersensível) à terbinafina ou a qualquer um dos componentes da formulação do medicamento. Contraindicado se você tem ou teve qualquer problema do fígado e se você tem algum problema renal.  

Reações adversas: Dor de cabeça, náuseas, dor abdominal leve, desconforto estomacal após refeição (azia), diarreia, inchaço ou flatulência (sensação de plenitude gástrica), perda do apetite, erupções cutâneas (comichão), dores musculares e nas articulações.  SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. TERBINAFINA 250MG 28 COMPRIMIDOS - PRATI DONADUZZI - GENÉRICO É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO E O FARMACÊUTICO. LEIA A BULA."
3389,Novocilin 400Mg 100Ml,7896658004124,ACHE,
3390,Dipirona 500mg Gotas 20ml Nova Química,7895296210034,NOVA QUIMICA,
3391,Atorvastatina Cálcica 10mg 30 Comprimidos Cimed,7896523201092,CIMED,Atorvastatina Cálcica comprimidos revestidos é indicada para tratamento de: hipercolesterolemia (aumento da quantidade de col esterol no sangue) isolada; hipercolesterolemia associada à hipertrigiceridemia(aumento dos níveis sanguíneos de outro tipo de gordura); hipercolesterolemia associada à redução dos níveis sanguíneos de HDL (tipo de colesterol); hipercolesterolemia associada à hipertrigiceridemia e associado também a redução dos níveis sanguíneos de HDL.ATORVASTATINA CALCICA 10MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99.
3392,Atorvastatina Cálcica 40mg 30 Comprimidos Legrand,7894916146074,LEGRAND GENERICOS,
3393,Femibion 3 28 Comprimidos,7500435185035,P&G - MED,
3394,Zirvit Multi 30Comprimidos,7899824401048,ATIVUS,
3395,Bezafibrato 200mg 20 Comprimidos Legrand,7894916140508,LEGRAND GENERICOS,"O bezafibrato reduz os níveis de triglicérides e colesterol (o VLDL e o LDL (mau colesterol)) e aumenta os níveis de HDL (bom colesterol). Para que serve: Hiperlipidemias (excesso de colesterol e/ ou triglicerídeos no sangue).Bezafibrato, É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE O MÉDICO E O FARMACÊUTICO. LEIA A BULA. Medicamentos podem causar efeitos adversos. Evite automedicação e procure seu médico."
3396,Toragesic 10Mg 30Comprimidos,7894916516457,EMS PRESCRIÇÃO,Toragesic Pell Off 10Mg
3397,"Atelop 2,5MG 30 Comprimidos",7896004777597,EMS,
3398,Clazi Xr 60Mg 30Comprimidos,7896004775463,EMS,
3399,Alivium 400Mg 10 Cápsulas,7891142201638,MANTECORP/FARMASA - OL,
3400,Olmy HCT 40MG+25MG 30 Comprimidos,7894916510431,EMS,
3401,Carvedilol 25mg 30 Comprimidos Legrand,7894916146449,LEGRAND GENERICOS,"Indicação: O carvedilol é indicado para tratamento de hipertensão arterial, isoladamente ou em associação a outros agentes anti-hi pertensivos, especialmente diuréticos tiazídicos. Angina do peito: o carvedilol demonstrou eficácia clínica no controle das crises de angina do peito. Dados preliminares de estudos indicaram eficácia e segurança do uso do carvedilol em pacientes com angina instável e isquemia silenciosa do miocárdio. Insuficiência cardíaca congestiva: o carvedilol é indicado para tratamento de pacientes com insuficiência cardíaca congestiva leve, moderada e grave, de etiologia isquêmica e não isquêmica. Em adição à terapia padrão (inibidores da enzima conversora de angiotensina, diuréticos e digital opcional), o carvedilol de mostrou reduzir a morbidade (hospitalizações cardiovasculares e melhora do bem estar do paciente) e a mortalidade, bem como a progressão a doença. Pode ser usado como adjunto à terapia padrão, em pacientes incapazes de tolerar inibidores da ECA e também em pacientes que não estejam recebendo tratamento com digitálicos, hidralazina ou nitratos. De acordo com os resultados de um estudo (Copernicus), o carvedilol é eficaz e bem tolerado em pacientes com insuficiência cardíaca crônica grave.
Contraindicação: O carvedilol é contraindicado em paciente com: hipersensibilidade conhecida ao carvedilol ou a qualquer dos componentes do produto; insuficiência cardíaca descompensada, que exija terapia inotrópica intravenosa; insuficiência hepática clinicamente manifesta; Como com qualquer outro beta bloqueador, carvedilol não deve ser usado em pacientes com asma brônquica ou doença pulmonar obstrutiva crônica (DPOC) com componente broncoespástico; bloqueio AV de segundo ou terceiro grau; bradicardia grave (< 50 bpm); síndrome do nó sinusal (incluindo bloqueio sinoatrial); choque cardiogênico; hipotensão grave (pressão arterial sistólica < 85 mHg).
VENDA SOB PRESCRIÇÃO MÉDICA; NÃO UTILIZE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, PODE SER PERIGOSO PARA SUA SAÚDE."
3402,Sinvastatina 40mg 30 Comprimidos Cimed,7896523215273,CIMED,"A sinvastatina é indicado para reduzir os riscos à saúde decorrentes das doenças cardiovasculares. Se você tem doença arterial coronariana (DAC), diabetes, já teve derrame ou outra doença vascular (independentemente dos níveis sanguíneos do seu colesterol), sinvastatina: • pode prolongar sua vida ao reduzir o risco de infarto do miocárdio (ataque cardíaco) ou de derrame; • reduz a necessidade de cirurgia para melhorar o fluxo sanguíneo nas pernas e nos órgãos essenciais, tal como o coração; • reduz a necessidade de hospitalização por dor no peito (conhecida como angina). A sinvastatina reduz os níveis de colesterol no sangue. O colesterol pode causar doença arterial coronariana (DAC) ao estreitar os vasos sanguíneos que transportam oxigênio e nutrientes para o coração. Esse entupimento, ou endurecimento das artérias, é denominado aterosclerose. A aterosclerose pode causar dor no peito (conhecida como angina) e infarto do miocárdio (ataque cardíaco). A sinvastatina também retarda a progressão da aterosclerose e reduz o desenvolvimento de mais aterosclerose.SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. SINVASTATINA 40MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99."
3403,Metronidazol 100mg/ml Gel Vaginal 50g+10 Aplicadores Nova Química,7895296279017,NOVA QUIMICA,
3404,Maleato de Enalapril 20mg 30 Comprimidos Cimed,7896523210773,CIMED,
3405,"Puran T4 37,5Mcg 30Comprimidos",7891058003562,AVENTIS - OL,"Para que serve o Puran T4?Este medicamento é destinado à:Terapia de reposição ou suplementação hormonal (de hormônio) em pacientes com hipotireoidismo (produção insuficiente de hormônio pela glândula tireoide) de qualquer causa (exceto no hipotireoidismo transitório, durante a fase de recuperação de tireoidite subaguda-doença inflamatória da glândula tireoide). Nesta categoria incluem-se: cretinismo (condição que ocorre na infância ou na fase de amamentação devido à deficiência de hormônios da tireoide na fase fetal), mixedema (associado ao hipotireoidismo, é caracterizado pela pele seca e áspera, lábios inchados e nariz espessado) e hipotireoidismo comum em pacientes de qualquer idade (crianças, adultos e idosos) ou fase (por exemplo, gravidez); hipotireoidismo primário resultante de redução da função da tireoide; diminuição primária da tireoide; remoção total ou parcial da glândula tireoide, com ou sem bócio (aumento perceptível da tireoide); hipotireoidismo secundário (da glândula hipófise) ou terciário (do hipotálamo, que é uma região do cérebro que controla o sistema endócrino).Supressão do TSH hipofisário (hormônio estimulante da tireoide ou tireotropina) no tratamento ou prevenção dos vários tipos de bócios eutireoidianos (bócio decorrente do aumento de TSH), inclusive nódulos tireoidianos, tireoidite linfocítica subaguda ou crônica (tireoidite de Hashimoto/tireoidite autoimune) e carcinomas foliculares e papilares (tumores malignos) da tireoide dependentes de tireotropina.Ao diagnóstico nos testes de supressão, auxiliando no diagnóstico da suspeita de hipertireoidismo (produção excessiva de hormônio pela glândula tireoide) leve ou de glândula tireoide autônoma.Como usar o Puran T4?USO ORAL.USO ADULTO E PEDIÁTRICO.As doses administradas de PURAN T4 variam de acordo com o grau de hipotireoidismo, a idade do paciente e a tolerabilidade individual. A fim de se adaptar a posologia, é recomendável antes de iniciar o tratamento efetuar as dosagens do (T3), (T4) e do TSH.Você deve tomar os comprimidos com líquido, por via oral.Uso adultoHipotireoidismo:PURAN T4 deve ser administrado em doses baixas (50 mcg/dia) que serão aumentadas de acordo com as condições cardiovasculares do paciente.Dose inicial:50 mcg/dia, aumentando-se 25 mcg a cada 2 ou 3 semanas até que o efeito desejado seja alcançado. Em pacientes com hipotireoidismo de longa data, particularmente com suspeita de alterações cardiovasculares, a dose inicial deverá ser ainda mais baixa (25 mcg/dia).Manutenção:recomenda-se 75 a 125 mcg diários sendo que alguns pacientes, com má absorção, podem necessitar de até 200 mcg/dia. A maioria dos pacientes não exige doses superiores a 150 mcg/dia. A falta de resposta às doses de 200 mcg/dia sugere má absorção, não obediência ao tratamento ou erro diagnóstico.Supressão do TSH (câncer de tireoide) / nódulos / bócios eutireoidianos em adultos:Dose supressiva média de levotiroxina (T4): 2,6 mcg/kg/dia, durante 7 a 10 dias. Essa dose geralmente é suficiente para obter normalização dos níveis de T3 e T4 no organismo e falta de resposta à ação do TSH. A levotiroxina sódica deve ser empregada com cautela em pacientes com suspeita de glândula tireoide independente, considerando que a ação dos hormônios exógenos (de origem externa ao organismo) pode somar-se aos hormônios de fonte endógena (originários do organismo).Uso pediátricoNo recém-nascido, a posologia inicial deverá ser de 5 a 6 mcg/kg/dia em função da dosagem dos hormônios circulantes. Na criança a posologia deve ser estabelecida em função dos resultados das dosagens hormonais e em geral é de 3 mcg/kg/dia.Os comprimidos de PURAN T4 devem ser ingeridos com estômago vazio (1 hora antes ou 2 horas após o café da manhã ou ingestão de alimento), a fim de aumentar sua absorção.Para as crianças com dificuldades de ingerir os comprimidos, estes devem ser triturados e dissolvidos em pequena quantidade de água. Esta suspensão pode ser administrada em colher ou conta-gotas. Os comprimidos triturados podem também ser administrados com pequenas quantidades de alimentos (cereais, sucos, etc.). Esta suspensão preparada não pode ser guardada para uso posterior.Não há estudos dos efeitos de PURAN T4 administrado por vias não recomendadas. Portanto, por segurança e para garantir a eficácia deste medicamento, a administração deve ser somente por via oral, conforme recomendado pelo médico.Pacientes idososNo idoso, a integridade do sistema cardiovascular pode estar comprometida. Por isso, neste paciente a terapia com PURAN T4 deve ser iniciada com doses baixas, como por exemplo: 25-50 mcg/dia.Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.Quando não devo usar o Puran T4?PURAN T4 não deve ser utilizado em caso de: hipersensibilidade (alergia) aos componentes da fórmula, infarto do miocárdio recente, tireotoxicose não tratada (síndrome clínica, não tratada, resultante de níveis elevados de hormônio da tireoide), insuficiência suprarrenal (da glândula localizada sobre os rins) descompensada e hipertireoidismo não tratado.Não há contraindicação relativa a faixas etárias.PURAN T4 125MCG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
