EAN,SKU,Nome,Marca,Fabricante,Descrição,Preço_sem_desconto,Preço_com_desconto,Porcentagem_desconto,Tipo_desconto
7896369126641,1034479,"Hidramais Sabonete Líquido Erva Doce 1,2 Lt",biocap-ind-cosm,BIOCAP IND COSM,"Hidramais Sabonete Líquido Erva Doce 1,2 Lt",18.99,18.99,0.0,Ausente
7896369161468,1034482,HIDRAMAIS OLEO CORPO MACADAMIA 120ML,biocap-ind-cosm,BIOCAP IND COSM,HIDRAMAIS OLEO CORPO MACADAMIA 120ML,11.99,11.99,0.0,Ausente
7896369110237,1034502,TRICOFACIL REP PONTAS QUERATINA 35ML,biocap-ind-cosm,BIOCAP IND COSM,TRICOFACIL REP PONTAS QUERATINA 35ML,9.99,9.99,0.0,Ausente
7896369151971,1034505,TRICOFACIL REP PONTAS ARGAN 35ML @,biocap-ind-cosm,BIOCAP IND COSM,TRICOFACIL REP PONTAS ARGAN 35ML @,9.9,9.9,0.0,Ausente
7896369130099,1034498,Tricofacil Sabonete Líquido Neutro 2Lt @,biocap-ind-cosm,BIOCAP IND COSM,Tricofacil Sabonete Líquido Neutro 2Lt @,19.99,19.99,0.0,Ausente
7896369161390,1034472,HIDRAMAIS HIDRAT GOJI BERRY 500ML,biocap-ind-cosm,BIOCAP IND COSM,HIDRAMAIS HIDRAT GOJI BERRY 500ML,10.5,10.5,0.0,Ausente
7896369151964,1034511,TRICOFACIL REP PONTAS ARGAN 140ML @,biocap-ind-cosm,BIOCAP IND COSM,TRICOFACIL REP PONTAS ARGAN 140ML @,15.99,15.99,0.0,Ausente
7896369130044,1034495,Tricofacil Sabonete Líquido Morango 2Lt,biocap-ind-cosm,BIOCAP IND COSM,Tricofacil Sabonete Líquido Morango 2Lt,24.99,24.99,0.0,Ausente
3014260278939,63033,Escova Dental Oral B Infantil Stage 1,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ESC DENTAL ORAL B INFANTIL STAGE 1,31.99,31.99,0.0,Ausente
7500435125376,1037945,Condicionador Pantene Hidratacao 175Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,COND PANTENE HIDRATACAO 175ML,17.99,17.99,0.0,Ausente
7506195129838,1017886,Always Absor Pink C/Abas C/8,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS PINK C/ABAS C/8,10.9,10.9,0.0,Ausente
7500435125475,1037318,Shampoo Pantene Hidravit Cachos 175Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,SH PANTENE HIDRAVIT CACHOS 175ML,17.89,17.89,0.0,Ausente
7702018382330,1040710,CARGA GILLETTE FUSION PROSHIELD FLEXBALL C/2 UNDS,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE FUSION PROSHIELD FLEXBALL C/2 UNDS,59.99,59.99,0.0,Ausente
7702018983902,1018534,Aparelho Prestobarba 3 Ice Masculino C/4,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA 3 ICE MASCULINO C/4,29.99,29.99,0.0,Ausente
7501065922724,1007483,Always Absor Active C.Seca C/Abas C/8,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS ACTIVE C.SECA C/ABAS C/8,9.99,9.99,0.0,Ausente
7506195184431,1020270,Aparelho Prestobarba 3 Masculino Body Sense C/4 @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA 3 MASCULINO BODY SENSE C/4,34.99,34.99,0.0,Ausente
7500435110020,1042847,CARGA GILLETTE MACH 3 SENSITIVE L8 P6 @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE MACH 3 SENSITIVE L8 P6 @,89.49,89.49,0.0,Ausente
7500435110013,1042845,CARGA GILLETTE MACH 3 REGULAR L8 P6,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE MACH 3 REGULAR L8 P6 @,79.9,79.9,0.0,Ausente
7896369126832,1034474,Hidramais Sabonete Líquido Erva Doce 500Ml @,biocap-ind-cosm,BIOCAP IND COSM,Hidramais Sabonete Líquido Erva Doce 500Ml @,9.99,9.99,0.0,Ausente
7896806700021,190003,LEITE ROSAS 100ml,leite-de-rosas-cia-brasileira,LEITE DE ROSAS CIA BRASILEIRA,LEITE ROSAS 100ml,4.99,4.99,0.0,Ausente
7896806700014,998702,LEITE ROSAS 60ml,leite-de-rosas-cia-brasileira,LEITE DE ROSAS CIA BRASILEIRA,LEITE ROSAS 60ml,3.99,3.99,0.0,Ausente
7896806700045,190010,LEITE ROSAS 310ML,leite-de-rosas-cia-brasileira,LEITE DE ROSAS CIA BRASILEIRA,LEITE ROSAS 310ML,10.99,10.99,0.0,Ausente
7896806700038,190006,LEITE ROSAS 170ml,leite-de-rosas-cia-brasileira,LEITE DE ROSAS CIA BRASILEIRA,LEITE ROSAS 170ml,6.99,6.99,0.0,Ausente
7899662600139,1044967,Nick & Vick Matizador Cab Loiros Shampoo 250Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK MATIZADOR CAB LOIROS SH 250ML,62.99,62.99,0.0,Ausente
7899662600320,1038547,Nick & Vick Hidratacao E Leveza Shampoo 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK HIDRATACAO E LEVEZA SH 300ML,59.99,59.99,0.0,Ausente
7899662600399,1038533,Nick & Vick Clareador Condicionador 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK CLAREADOR COND 300ML,59.99,59.99,0.0,Ausente
7899662600412,1038536,Nick & Vick Raizes E Pontas Condicionador 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK RAIZES E PONTAS COND 300ML,59.99,59.99,0.0,Ausente
7899662600078,1044960,Nick & Vick Sos Condicionador 200Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK SOS COND 200ML,46.99,46.99,0.0,Ausente
7899662600382,1038546,Nick & Vick Clareador Shampoo 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK CLAREADOR SH 300ML,59.99,59.99,0.0,Ausente
7899662600504,1055941,NICK & VICK MINI REPOSITOR SOS 20ML,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK MINI REPOSITOR SOS 20ML,22.79,22.79,0.0,Ausente
7899662600375,1038537,Nick & Vick Ultra Hidratante Condicionador 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK ULTRA HIDRATANTE COND 300ML,59.99,59.99,0.0,Ausente
7899662600498,1044970,NICK & VICK REESTRUTURADOR SPRAY 100ML,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK REESTRUTURADOR SPRAY 100ML,55.79,55.79,0.0,Ausente
7899662600306,1038544,Nick & Vick Brilho Natural Shampoo 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK BRILHO NATURAL SH 300ML,59.99,59.99,0.0,Ausente
7506309889375,1018604,Creme Pantene Tratamento Dourada Amp 3X15Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CR PANTENE TRAT DOURADA AMP 3X15ML,23.99,23.99,0.0,Ausente
7702018273874,1050281,Espuma Barbear Gillette Mache 3 Refrescante 245G (D),procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ESPUMA BARBEAR GILLETTE MACHE 3 REFRESCANTE 245GR,37.99,37.99,0.0,Ausente
7500435125482,1036459,Condicionador Pantene Hidravit Cachos 175Ml (D),procter-&-gamble-hpc,PROCTER & GAMBLE HPC,COND PANTENE HIDRAVIT CACHOS 175ML,17.99,17.99,0.0,Ausente
7891051026742,1007843,Aparelho Prestobarba Regular Pb C/2 (Cx 12),procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA REGULAR PB C/2 (CX 12),8.99,8.99,0.0,Ausente
7891051037939,1006576,ENXAG BUCAL ORAL B HORTELA 250ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ENXAG BUCAL ORAL B HORTELA 250ml,23.99,23.99,0.0,Ausente
7500435125451,1038273,Condicionador Pantene Restauracao 175Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,COND PANTENE RESTAURACAO 175ML,17.99,17.99,0.0,Ausente
7500435125826,1038360,Always Absor Prot Diario S/Perf C/40,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS PROT DIARIO S/PERF C/40,17.9,17.9,0.0,Ausente
7500435126199,1039355,Always Absor Super Protecao Seca C/Ab C/32,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS SUPER PROTECAO SECA C/AB C/32@,17.9,17.9,0.0,Ausente
7702018874750,1017889,Aparelho Prestobarba 3 Masculino C/4,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA 3 MASCULINO C/4,28.55,28.55,0.0,Ausente
7506339322224,1023873,Pre Shampoo Pantene Antiresiduos Hidrocaute 400Ml (D),procter-&-gamble-hpc,PROCTER & GAMBLE HPC,PRE SH PANTENE ANTIRESIDUOS HIDROCAUTE 400ML,29.99,29.99,0.0,Ausente
7506309889399,1021154,Creme Pantene Tratamento Hidrocaute Amp 3X15Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CR PANTENE TRAT HIDROCAUTE AMP 3X15ML,23.99,23.99,0.0,Ausente
7506339326055,1024299,Always Absor Pink Not L32 P26,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS PINK NOT L32 P26,39.99,39.99,0.0,Ausente
7500435014359,1045063,Escova Dental Oral B 1.2.3 Brilhante Media 35 Lv3 Pg2,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ESC DENTAL ORAL B 1.2.3 BRILHANTE MEDIA 35 LV3 PG2@,14.99,14.99,0.0,Ausente
7500435024594,1027177,Escova Dental Oral B Indicator Plus 35 Lv 2 Pg 1,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ESC DENTAL ORAL B INDICATOR PLUS 35 LV 2 PG 1,25.69,25.69,0.0,Ausente
7506339394535,1024284,Always Absor Noite Tranquila Seca C/Abas L8 P7,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS NOITE TRANQUILA SECA C/ABAS L8 P7,9.99,9.99,0.0,Ausente
27702018072396,1019315,Aparelho Venus 3 Simply C/2,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP VENUS 3 SIMPLY C/2,17.99,17.99,0.0,Ausente
7500435110662,1030574,Escova Dental Oral B Ultrafino 35 L2 P1,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ESC DENTAL ORAL B ULTRAFINO 35 L2 P1,39.9,39.9,0.0,Ausente
0020800600347,244025,Absorvente Tampax Super Plus (D),procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR TAMPAX SUPER PLUS,27.49,27.49,0.0,Ausente
7500435116275,1030092,Condicionador Pantene 3 Minutos Liso Extremo 170Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,COND PANTENE 3 MINUTOS LISO EXTREMO 170ML,34.9,34.9,0.0,Ausente
7500435107754,1027175,Escova Dental Oral B Indicator Plus 30 Lv 2 Pg 1,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ESC DENTAL ORAL B INDICATOR PLUS 30 LV 2 PG 1,25.69,25.69,0.0,Ausente
7896369151698,1034493,Tricofacil Sabonete Líquido Cha Verde 2Lt,biocap-ind-cosm,BIOCAP IND COSM,Tricofacil Sabonete Líquido Cha Verde 2Lt,24.99,24.99,0.0,Ausente
7896369130020,1034494,Tricofacil Sabonete Líquido Erva Doce 2Lt,biocap-ind-cosm,BIOCAP IND COSM,Tricofacil Sabonete Líquido Erva Doce 2Lt,24.99,24.99,0.0,Ausente
7896369130051,1034496,Tricofacil Sabonete Líquido Perfume De Bebe 2Lt,biocap-ind-cosm,BIOCAP IND COSM,Tricofacil Sabonete Líquido Perfume De Bebe 2Lt,24.99,24.99,0.0,Ausente
7896369126610,1034470,HIDRAMAIS HIDRAT PERFUME DE BEBE 500ML,biocap-ind-cosm,BIOCAP IND COSM,HIDRAMAIS HIDRAT PERFUME DE BEBE 500ML,11.99,11.99,0.0,Ausente
7896369126115,1034469,HIDRAMAIS HIDRAT COLAGENO 500ML,biocap-ind-cosm,BIOCAP IND COSM,HIDRAMAIS HIDRAT COLAGENO 500ML,11.99,11.99,0.0,Ausente
7896369126436,1034471,HIDRAMAIS HIDRAT ERVA DOCE E CAMOMILA 500ML,biocap-ind-cosm,BIOCAP IND COSM,HIDRAMAIS HIDRAT ERVA DOCE E CAMOMILA 500ML,11.99,11.99,0.0,Ausente
7896369126719,1034473,HIDRAMAIS HIDRAT FRUTAS VERMELHAS 500ML,biocap-ind-cosm,BIOCAP IND COSM,HIDRAMAIS HIDRAT FRUTAS VERMELHAS 500ML,11.99,11.99,0.0,Ausente
7896369110107,1034501,TRICOFACIL REP PONTAS CABELOS DANIFICADOS 35ML,biocap-ind-cosm,BIOCAP IND COSM,TRICOFACIL REP PONTAS CABELOS DANIFICADOS 35ML,9.99,9.99,0.0,Ausente
7896369110220,1034508,TRICOFACIL REP PONTAS QUERATINA 140ML,biocap-ind-cosm,BIOCAP IND COSM,TRICOFACIL REP PONTAS QUERATINA 140ML,24.99,24.99,0.0,Ausente
7896369110114,1034506,TRICOFACIL REP PONTAS CABELOS DANIFICADOS 140ML@,biocap-ind-cosm,BIOCAP IND COSM,TRICOFACIL REP PONTAS CABELOS DANIFICADOS 140ML@,19.99,19.99,0.0,Ausente
7500435127288,1039353,Always Absor Super Protecao Suave C/Ab C/32@,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS SUPER PROTECAO SUAVE C/AB C/32@,17.9,17.9,0.0,Ausente
7500435173001,1063828,Aparelho Rec Mach 3 R+CG Un+Esp Sens 56G Gts,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,Aparelho Rec Mach 3 R+CG Un+Esp Sens 56G Gts,49.99,49.99,0.0,Ausente
3014260274917,1012758,CARGA GILLETTE MACH 3 TURBO C/4 @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE MACH 3 TURBO C/4 @,43.1,43.1,0.0,Ausente
7702018348060,1022282,CARGA GILLETTE BODY C/4 @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE BODY C/4 @,31.99,31.99,0.0,Ausente
7506339334357,1037977,Ap Prestobarba 3 Sensecare @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA 3 SENSECARE C/10 @,,,,Ausente
7891051037632,63001,Escova Dental Oral B Indicator Plus 35,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ESC DENTAL ORAL B INDICATOR PLUS 35,13.99,13.99,0.0,Ausente
7500435125758,1036755,Shampoo Pantene Summer Edition Rest 175Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,SH PANTENE SUMMER EDITION REST 175ML,17.89,17.89,0.0,Ausente
0047400179660,152061,CARGA GILLETTE MACH 3 REGULAR C/4,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE MACH 3 REGULAR C/4,59.9,59.9,0.0,Ausente
7506195167298,1016481,Creme Pentear Pantene Controle Queda 240Gr,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CR PENTEAR PANTENE CONTROLE QUEDA 240GR,19.99,16.99,0.15,Normal
7891051029866,1033805,FITA DENTAL ORAL B SATIN TAPE 25MTS@,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,FITA DENTAL ORAL B SATIN TAPE 25MTS@,18.69,18.69,0.0,Ausente
7500435140126,1047033,Aparelho Gillette Mach 3 Sensitive+2Carg+Port Ap Grts@,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP GILLETTE MACH 3 SENSITIVE+2CARG+PORT AP GRTS@,51.69,51.69,0.0,Ausente
7506339342086,1050282,Condicionador Pantene Expert Hydra Intensify 250Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,COND PANTENE EXPERT HYDRA INTENSIFY 250ML,33.5,33.5,0.0,Ausente
7702018283231,1024303,CARGA GILLETTE FUSION PROGLIDE REG C/4 UNDS @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE FUSION PROGLIDE REG C/4 UNDS @,87.89,87.89,0.0,Ausente
0381519004711,1024142,Aussie 3 Minutes Miracle Moist Creme Tratamento 236Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AUSSIE 3 MINUTES MIRACLE MOIST CR TRAT 236ML,63.9,63.9,0.0,Ausente
7702018363322,1027470,Aparelho Gillette Mach 3 Regular C/2 Cargas,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP GILLETTE MACH 3 REGULAR C/2 CARGAS,29.99,29.99,0.0,Ausente
7702018314850,1027472,Aparelho Venus 3 Malibu C/2,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP VENUS 3 MALIBU C/2,24.97,24.97,0.0,Ausente
0381519183386,1032924,Aussie Miracle 7N1 Condicionador 360Ml @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AUSSIE MIRACLE 7N1 COND 360ML @,54.9,54.9,0.0,Ausente
7500435125765,1036750,Condicionador Pantene Summer Edition Rest 175Ml @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,COND PANTENE SUMMER EDITION REST 175ML @,17.99,17.99,0.0,Ausente
7500435112147,1038272,Condicionador Head & Shoulders Rem Oleo 200Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,COND HEAD & SHOULDERS REM OLEO 200ML,18.99,18.99,0.0,Ausente
0381519022821,1024141,Aussie Moist Condicionador 400Ml @,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AUSSIE MOIST COND 400ML @,39.9,39.9,0.0,Ausente
7898617521727,1033865,PROBELLE KIT COLORACAO SUPER BONITA 2.0,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 2.0,8.3,8.3,0.0,Ausente
7898617521864,1033871,PROBELLE KIT COLORACAO SUPER BONITA 9.0,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 9.0,8.3,8.3,0.0,Ausente
7898617521901,1033873,PROBELLE KIT COLORACAO SUPER BONITA 11.0,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 11.0,8.3,8.3,0.0,Ausente
7898617521758,1035233,PROBELLE KIT COLORACAO SUPER BONITA 4.7,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 4.7,8.3,8.3,0.0,Ausente
7898617521734,1033866,PROBELLE KIT COLORACAO SUPER BONITA 3.0,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 3.0,8.3,8.3,0.0,Ausente
7898617521857,1035239,PROBELLE KIT COLORACAO SUPER BONITA 8.1,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 8.1,8.3,8.3,0.0,Ausente
7898617521819,1033869,PROBELLE KIT COLORACAO SUPER BONITA 7.0,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 7.0,8.3,8.3,0.0,Ausente
7898617521741,1033867,PROBELLE KIT COLORACAO SUPER BONITA 4.0,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 4.0,8.3,8.3,0.0,Ausente
7898617521925,1035240,PROBELLE KIT COLORACAO SUPER BONITA 12.1,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 12.1,8.3,8.3,0.0,Ausente
7898617521918,1033874,PROBELLE KIT COLORACAO SUPER BONITA 12.0,(d)-probelle,(D) PROBELLE,PROBELLE KIT COLORACAO SUPER BONITA 12.0,8.3,8.3,0.0,Ausente
7896251804367,1036541,SUNMAX FLUID FPS 55 OLEOSA/MISTA 120ML,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX FLUID FPS 55 OLEOSA/MISTA 120ML,83.9,83.9,0.0,Ausente
7896251804350,1024497,SUNMAX FLUID FPS 55 OLEOSA/MISTA 60ML,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX FLUID FPS 55 OLEOSA/MISTA 60ML,65.9,65.9,0.0,Ausente
7896251804695,1036542,SUNMAX INTENSE FPS 60 120G,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX INTENSE FPS 60 120G,83.9,83.9,0.0,Ausente
7896251804701,1036543,SUNMAX SENSITIVE FAMILY FPS 50 160G,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX SENSITIVE FAMILY FPS 50 160G,172.9,172.9,0.0,Ausente
7896251803575,1017620,Sunmax Sensitive Family Gel-Creme Fps 30 160G $@,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX SENSITIVE FAMILY GEL-CR FPS 30 160G $@,113.58,113.58,0.0,Ausente
7896251804794,1036545,SUNMAX SENSITIVE POCKET FPS 50 25ML @,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX SENSITIVE POCKET FPS 50 25ML @,41.9,41.9,0.0,Ausente
7896251804343,1024496,SUNMAX INTENSE FPS-60 NORMAL / SECA 60G,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX INTENSE FPS-60 NORMAL / SECA 60G,39.9,39.9,0.0,Ausente
7896251804787,1036544,SUNMAX MATTE AVELUDADO FPS 30 50G @,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX MATTE AVELUDADO FPS 30 50G @,49.9,49.9,0.0,Ausente
7896251802950,1011745,UREMOL FLUID 120ML @,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,UREMOL FLUID 120ML @,66.48,66.48,0.0,Ausente
7896251803704,1019450,SUNMAX ACQUA OIL CONTROL FPS 30 60GR @,stiefel-laboratorios-ltda,STIEFEL LABORATORIOS LTDA,SUNMAX ACQUA OIL CONTROL FPS 30 60GR @,83.08,83.08,0.0,Ausente
0717226208911,1030907,John Frieda Mirc Recov Deep Condicionador 170G @,harty-comercial-ltda,HARTY COMERCIAL LTDA,John Frieda Mirc Recov Deep Condicionador 170G @,78.0,78.0,0.0,Ausente
0717226208898,1030906,John Frieda Mirc Recov Repair Condicionador 250Ml @,harty-comercial-ltda,HARTY COMERCIAL LTDA,John Frieda Mirc Recov Repair Condicionador 250Ml @,78.0,78.0,0.0,Ausente
7899662600481,1038538,NICK & VICK FLUIDO PROTETOR 100ML,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK FLUIDO PROTETOR 100ML,49.49,49.49,0.0,Ausente
7899662600351,1038532,Nick & Vick Cachos Definidos Condicionador 300Ml @,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK CACHOS DEFINIDOS COND 300ML @,59.99,59.99,0.0,Ausente
7899662600245,1044965,NICK & VICK CABELO BONITO BRILHO EXEP SERUM 50ML,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK CABELO BONITO BRILHO EXEP SERUM 50ML,36.6,36.6,0.0,Ausente
7899662600368,1038551,Nick & Vick Ultra Hidratante Shampoo 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK ULTRA HIDRATANTE SH 300ML,59.99,59.99,0.0,Ausente
7899662600429,1038552,Nick & Vick Volume Perfeito Shampoo 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK VOLUME PERFEITO SH 300ML,59.99,59.99,0.0,Ausente
7899662600405,1038550,Nick & Vick Raizes E Pontas Equilibradas Shampoo 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK RAIZES E PONTAS EQUILIBRADAS SH 300ML,59.99,59.99,0.0,Ausente
7899662600054,1044969,Nick & Vick Sos Shampoo 250Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK SOS SH 250ML,62.99,62.99,0.0,Ausente
7899662600269,1038543,Nick & Vick Antiqueda Shampoo 300Ml,harty-comercial-ltda,HARTY COMERCIAL LTDA,NICK & VICK ANTIQUEDA SH 300ML,59.99,59.99,0.0,Ausente
7500435011297,1031425,Aparelho Prestobarba Ultragrip Fixo Pb 3 C/2,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA ULTRAGRIP FIXO PB 3 C/2,14.99,14.99,0.0,Ausente
7506339315479,1023462,Aparelho Gillette Venus 3 Laminas (D),procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP GILLETTE VENUS 3 LAMINAS,42.99,42.99,0.0,Ausente
7702018265619,1044592,Aparelho Venus 3 Simply Pink Os C/1 (Cx 8),procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP VENUS 3 SIMPLY PINK OS C/1 (CX 8),8.9,8.9,0.0,Ausente
7506195185568,1015623,Absorvente Always Basico S. Seca S/Ab C/8,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,ABSOR ALWAYS BASICO S. SECA S/AB C/8,5.99,5.99,0.0,Ausente
7702018273836,1051213,GEL BARBEAR GILLETE MACH3 REFRESCANTE 198G,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,GEL BARBEAR GILLETE MACH3 REFRESCANTE 198G,36.9,36.9,0.0,Ausente
7500435179829,152063,CARGA GILLETTE MACH 3 REGULAR C/2,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CARGA GILLETTE MACH 3 REGULAR C/2,28.99,21.9,0.24,Normal
7702018874781,1006474,Aparelho Prestobarba 3 Feminino C/2,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA 3 FEMININO C/2,19.99,16.99,0.15,Normal
7500435118507,1034462,Creme Pentear Pantene Cachos Hidra 240G,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,CR PENTEAR PANTENE CACHOS HIDRA 240G,19.99,17.99,0.1,Normal
7500435152358,1032755,Aparelho Prestobarba 3 Masculino Pele Sensivel Lv4 Pg3,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,AP PRESTOBARBA 3 MASCULINO PELE SENSIVEL LV4 PG3,29.89,29.89,0.0,Ausente
7501001133634,1016137,Shampoo Head & Shoulders Hidrat 200Ml,procter-&-gamble-hpc,PROCTER & GAMBLE HPC,SH HEAD & SHOULDERS HIDRAT 200ML,25.89,25.89,0.0,Ausente
7897473205215,1010673,FISIOATIV LOC 150ml,glenmark-dermo,GLENMARK DERMO,FISIOATIV LOC 150ml,68.79,68.79,0.0,Ausente
7897473207158,1023745,DEMELAN AIRLESS 30G @,glenmark-dermo,GLENMARK DERMO,DEMELAN AIRLESS 30G @,159.0,159.0,0.0,Ausente
