Farmácia,cidade,nome,marca,sku,ean,preco_sem_desconto,preco_com_desconto,perc_desconto,tipo_desconto,descricao
Farmácias Nissei,São Paulo,Amoxicilina 875mg + Clavulanato de Potassio Germed 875mg +125mg 14 Comprimidos,GERMED GENERICOS,63078,07896004719610,179.79,99.89,44.44,Desconto simples,
Farmácias Nissei,São Paulo,Monitor de Pressão de Pulso Digital Incoterm MP050,INCOTERM,63591,07899828215283,124.90,106.90,14.41,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&amp;nbsp;Monitor de Pressão de Pulso Digital Incoterm MP050&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O estresse e fatores hereditários podem desencadear níveis de aumento da pressão arterial em pessoas de diferentes idades. Por isso, monitorar a pressão arterial é uma prática de prevenção contra doenças. O Aparelho de Pressão Digital de Pulso Incoterm Modelo MP050 é um aparelho automático de pulso, que realiza medições de pressão sanguínea sistólica, diastólica e da frequência cardíaca por um método não invasivo.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;É um aparelho leve, pequeno, fácil de usar e totalmente seguro. Basta colocar a braçadeira do aparelho no seu punho, manter-se relaxado, apertar o botão e aguardar o resultado. Assim, você pode monitorar rotineiramente a sua pressão arterial, que é extremamente importante no diagnóstico da hipertensão e no controle de doenças. Cuidar da sua saúde ficou ainda mais fácil com a linha de medidores de pressão Incoterm, que oferece uma garantia de 5 anos, assegurando tranquilidade por um período estendido.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Kit Condrigen Colágeno Tipo II 30 Cápsulas Cada,MAXINUTRI,63605,07898593052802,129.90,129.90,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Kit Condrigen Colágeno Tipo II 30 Cápsulas Cada&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O Colágeno Tipo II é voltado exclusivamente para saúde das articulações (cartilagens) e ossos, uma vez que estão diretamente relacionados com a firmeza e sustentação destes, obtendo assim flexibilidade e mobilidade.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;span style=&quot;font-family: Arial; color: var(--texto); font-size: 0.875rem;&quot;&gt;Com o avançar da idade, há uma redução da produção de Colágeno Tipo II, e assim há o aparecimento de dores ósseas e articulares, sendo indicado sua reposição por suplementação.&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Também, o Colágeno Tipo II contribui para o fortalecimento das fibras musculares, auxilia na regeneração muscular e óssea, devido a tal seu uso é recomendado a título de prevenção, principalmente para praticantes de atividades físicas.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ingerir 1 cápsula com água pela manhã em jejum.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Advertência:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&quot;Gestantes, nutrizes e crianças até 3 (três) anos, somente devem consumir este produto sob orientação de nutricionistas ou médico.&quot;&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Condrigen Ultra Colágeno Tipo 2+MDK Maxinutri 60 Cápsulas,MAXINUTRI,63609,07898593052857,124.95,124.95,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Condrigen Ultra Colágeno Tipo 2+MDK Maxinutri&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O colágeno hidrolisado é reconhecido como um nutracêutico seguro, cuja combinação de aminoácidos estimula a síntese de colágeno nas cartilagens e na matriz extracelular de outros tecidos. O colágeno hidrolisado tem função terapêutica positiva na osteoporose e osteoartrite com potencial aumento da densidade mineral óssea, efeito protetor da cartilagem articular e principalmente no alívio sintomático em quadros de dor.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;MDK é um suplemento vitamínico e mineral indicado para manter a saúde dos ossos, já que tem na sua composição cálcio, magnésio e vitaminas D3 e K2, que é uma combinação de substâncias que atuam sinergicamente para beneficiar a saúde óssea, principalmente em mulheres na fase da menopausa, em que ocorre uma diminuição de hormônios que contribuem para o bom funcionamento dos ossos.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Benefícios:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Auxilia na manutenção da função articular;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Tecnologia Americana UC II;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Promove a elasticidade e a firmeza da pele;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Fonte de proteína à base de colágeno;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Vitaminas e minerais que promovem efeitos sinérgicos potencializando os benefícios nutricionais do colágeno hidrolisado;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Alta concentração de glicina, aminoácido importante na formação do colágeno;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Exclusiva formulação com precursores de colágeno;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Não contém glúten.&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Condrigen Artro Colágeno Tipo 1 E 2 Frutas Amarelas 30 Sachês de 10g,MAXINUTRI,63611,07898593052109,132.95,132.95,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Condrigen Artro Colágeno Tipo 1 E 2 Frutas Amarelas&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O Colágeno Tipo II é voltado exclusivamente para saúde das articulações (cartilagens) e ossos, uma vez que estão diretamente relacionados com a firmeza e sustentação destes, obtendo assim flexibilidade e mobilidade. Com o avançar da idade, há uma redução da produção de Colágeno Tipo II, e assim há o aparecimento de dores ósseas e articulares, sendo indicado sua reposição por suplementação.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Também, o Colágeno Tipo II contribui para o fortalecimento das fibras musculares, auxilia na regeneração muscular e óssea, devido a tal seu uso é recomendado a título de prevenção, principalmente para praticantes de atividades físicas.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Contraindicação:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Hipersensibilidade aos componentes da fórmula.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Adicionar 1 sachê de 10 g de Condrigen Artro em 250 ml de água ou bebida de sua preferência até a completa dissolução.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Beba imediatamente após o preparo.&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Resveratrol Catarinense 165mg 30 Cápsulas,CATARINENSE,63618,07896023776564,118.90,112.96,5.00,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Nutrição Resveratrol Catarinense&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Suplemento com trans-resveratrol, forma biologicamente ativa .&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;span style=&quot;font-family: Arial; color: var(--texto); font-size: 0.875rem;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span style=&quot;font-family: Arial; color: var(--texto); font-size: 0.875rem;&quot;&gt;Suplemento Alimentar de Resveratrol que fornece 165 mg de trans-resveratrol sintético na recomendação diária de uso (2 cápsulas).&amp;nbsp;&lt;/span&gt;&lt;font face=&quot;Arial&quot; style=&quot;color: var(--texto); font-size: 0.875rem;&quot;&gt;A Catarinense Nutrição é uma linha de suplementos alimentares desenvolvida com a finalidade de oferecer fórmulas balanceadas. Sua composição de nutrientes foi cuidadosamente selecionada.&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;color: var(--texto); font-size: 0.875rem; font-family: Arial;&quot;&gt;O Resveratrol Catarinense Nutrição foi desenvolvido com base nas necessidades nutricionais específicas para indivíduos a partir de 19 anos.&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Como tomar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Recomenda-se ingerir 1 a 2 cápsulas ao dia.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Colflex Curcuma 30 Comprimidos,COLFLEX CURCUMA,63766,07896094927223,306.90,299.96,2.26,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Colflex Curcuma&amp;nbsp;&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Auxilia na manutenção da função articular, metabolismo energético e no combate aos radicais livres. Ação antioxidante.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Recomenda-se ingerir 1 comprimido ao dia ou conforme orientação médica.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Aparelho de Pressão de Pulso Digital G-Tech GP400,G-TECH,64030,07898639692948,124.90,124.90,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Aparelho de Pressão de Pulso Digital G-Tech GP400&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O Aparelho de pressão digital G-Tech GP400 apresenta as mais modernas tecnologias em medição da pressão arterial, tornando o ato muito mais rápido, fácil e seguro, aumentando o sucesso no seu tratamento.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Indicador de correta colocação da braçadeira e de movimentação excessiva;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Indicador de arritmia cardíaca;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Média das três últimas medições;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- 240 memórias (com hora e data) e zonas individuais para até dois usuários;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Aprovado pela Sociedade Brasileira de Hipertensão;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Acompanha estojo;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Acompanha pilhas;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Validado clinicamente;&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Vitalux 2.0 120 Cápsulas,VITALUX ,64096,00300658048134,236.90,207.90,12.24,Desconto simples,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Vitalux 2.0&amp;nbsp;&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Vitalux Visão 2.0 é um suplemento oral com vitaminas e minerais antioxidantes indicado para a saúde ocular. Sua nova fórmula (que substitui o Vitalux Plus Ômega 3) contém vitaminas C e E, Zinco, Cobre, Luteína e Zeaxantina. Em formato de cápsulas gelatinosas, ele está disponível em embalagem com 120 cápsulas.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Benefícios:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Suplementação oral com vitaminas e minerais antioxidantes.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Indicado para a saúde ocular.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Nova fórmula.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Substitui o Vitalux Plus Ômega 3.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Contém vitaminas C e E, Zinco, Cobre, Luteína e Zeaxantina.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Formato de cápsulas gelatinosas.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Embalagem com 120 cápsulas.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Recomendação de Uso:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Vitalux é indicado para uso adulto a partir dos 19 anos. É recomendável a ingestão de 2 cápsulas ao dia: uma pela manhã e outra à noite, junto com as refeições ou de acordo com a orientação médica.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;br&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Agulha para Caneta Accu-Chek Accu-Fine 4mm 100 Unidades,ACCU CHEK,64634,05907996099139,83.90,72.90,13.11,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Agulha para Caneta Accu-Chek Accu-Fine 4mm&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Agulha descartável para caneta de insulina, que proporciona facilidade na hora da aplicação. As Agulhas Accu-Fine foram desenvolvidas para levar praticidade para a rotina do paciente.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Indicação:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;As Agulhas Accu-Fine devem ser usadas com canetas injetoras para injeção subcutânea de medicamentos.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Apresentação:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Caixa com 100 unidades&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&amp;nbsp;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;1- &lt;/b&gt;Remova o lacre da agulha.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;2- &lt;/b&gt;Encaixe a agulha, em linha reta na caneta injetora e gire-a até que esteja apertada.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;3- &lt;/b&gt;Remova a tampa colorida de proteção puxando-a em linha reta para evitar que a agulha entorte ou sofra danos.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;4-&lt;/b&gt; Selecione a dose do medicamento.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;5-&lt;/b&gt; Limpe o local selecionado para fazer a aplicação.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Advertências:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Uso sob orientação médica.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Descarte a agulha em local adequado após a utilização.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Leia as instruções de uso contidas no manual.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Conserve em local seco e arejado.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Mantenha fora do alcance de crianças.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Respeite o prazo de validade presente na embalagem.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Apixabana Medley 5mg 60 Comprimidos,MEDLEY,64914,07891058003265,256.53,177.90,30.65,Desconto simples,
Farmácias Nissei,São Paulo,"Apixabana Medley 2,5mg 60 Comprimidos",MEDLEY,64915,07891058003258,256.53,177.90,30.65,Desconto simples,
