Produto ID,Nome,Marca,SKU,EAN,Preço sem Desconto,Preço com Desconto,Descrição
sp-94177,Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40g,Loreal,63042,7899706197946,39.19,39.19,Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40g
sp-94133,La Roche-Posay Protetor Solar Anthelios Airlicium Fluido Fps50 Sem Cor 40ml,La Roche Posay,62978,7899706195089,92.99,92.99,"<p class=""ql-align-justify""><span style=""color: black;"">APRESENTAÇÃO</span></p><p class=""ql-align-justify""><span style=""color: black;"">Os produtos da linha </span><strong style=""color: black;"">Anthelios Airlicium da La Roche-Posay</strong><span style=""color: black;""> combinam alta proteção solar e controle da oleosidade e umidade da pele. Com fórmula oil-free e toque seco, são ideais para peles oleosas e com tendência à acne, mantendo a pele do rosto limpa e fresca por até 12 horas.</span></p><p class=""ql-align-justify""><span style=""color: black;"">Conteúdo da Embalagem: 40ML.</span></p><p class=""ql-align-justify""><span style=""color: black;"">COMPOSIÇÃO</span></p><p><span style=""color: black;"">Aqua/Water; Titanium Dioxide; C12-15 Alkyl Benzoate; Silica; Ethylhexyl salicylate; Butyl Methoxydibenzoylmethane; Bis-Ethylhexyphenol Methoxyphenyl Triazine; Dimethicone; Ethylhexyl Triazone; Glycerin; Octocrylene; Pentylene Glycol; Aluminium Starch Octenysuccinate; Triethanolamine; Stearic Acid; Potassium Cetyl Phosphate; Methyl Methacrylate Corspolymer; Methylene Bis-Benzotriazolyl Tetramethylbutylphenol; Nylon-12; Propylene Glycol; Synthetic Wax; Terephthalylidene Dicamphor Sulfonic Acid; Palmitic Acid; Peg-100 Stearate; Glyceryl Stearate; Phenoxyethanol; Silica Silylate; Drometrizole Trisiloxane; Ammonium Polyacryloyldimethyl Taurate; Isopropyl Lauroyl Sarcosinate; Poloxamer 338; Aluminium Hydroxide; Stearyl Alcohol; Tocopherol; Caprylyl Glycol; Polyglyceryl-10 Laurete; Butylene Glycol; Disodium EDTA; Hydroxypropyl Methylcellulose; Myristic Acid; Sodium Chloride; BTG; Benzyl Benzoate; Benzyl Alcohol; Parfum/Fragrance.</span></p><p><span style=""color: black;"">Code F.I.L.: B233908/1.</span></p><p><span style=""color: black;"">COMO FUNCIONA</span></p><p class=""ql-align-justify"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<span style=""color: black;"">O produto utiliza a tecnologia Airlicium e o sistema de proteção, reforçado com a água termal da La Roche-Posay. Assim, o protetor solar controla a oleosidade de forma eficiente, atuando nas áreas onde a pele mais precisa, e previne o envelhecimento precoce por ação de raios UVA, UVB e radicais livres.</span></p><p class=""ql-align-justify"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<span style=""color: black;"">Os produtos são dermatologicamente testados e livres de óleo e parabenos, tendo rápida absorção e criando um filme protetor leve e resistente. Além da versão sem cor, os protetores são adaptados para pele clara, morena e negra, com textura de efeito matte.</span></p><p><span style=""color: black;"">PARA QUEM É INDICADO</span></p><p class=""ql-align-justify""><span style=""color: black;"">Adultos e adolescentes de todos os tipos de pele, especialmente os de pele oleosa, com tendência à acne e/ou sensível ao sol.</span></p><p class=""ql-align-justify""><span style=""color: black;"">COMO DEVO USAR</span></p><p class=""ql-align-justify"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<span style=""color: black;"">Aplique</span><strong style=""color: black;""> Anthelios Airlicium</strong><span style=""color: black;""> em grande quantidade sobre a pele do rosto cerca de 30 minutos antes da exposição ao sol. Reaplique com frequência para manter a efetividade do produto, e sempre após suar em excesso, nadar ou secar-se com a toalha.</span></p><p class=""ql-align-justify"">·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<span style=""color: black;"">Ao aplicar </span><strong style=""color: black;"">Anthelios Airlicium</strong><span style=""color: black;"">, evite o contorno dos olhos. Em caso de acidente, lave os olhos imediatamente com bastante água. Evite a exposição solar nos horários de radiação mais intensa e hidrate-se para evitar insolação.</span></p><p><span style=""color: black;"">CONTRAINDICAÇÕES</span></p><p class=""ql-align-justify""><strong style=""color: black;"">Anthelios Airlicium</strong><span style=""color: black;""> é contraindicado para pacientes alérgicos aos componentes da fórmula. Para aplicação em crianças menores de 6 meses, consulte o médico e informe-se previamente.</span></p>"
sp-96919,Protetor Solar Photoderm Antioleosidade Fps30 Com 40g,Bioderma,74665,0619205253717,62.99,62.99,"<h3>APRESENTAÇÃO</h3>

<p>O<strong> Protetor solar <a href=""/protetor%20solar?_q=PROTETOR%20SOLARmap=ft"" target=""_blank"">Photoderm </a>antioleosidade</strong> com toque seco ultraleve proporciona absorção imediata e acabamento invisível. Sensação de pele fresca e limpa aprovada por 93% dos usuários. Com acabamento matte e controle da oleosidade por 8h. Formulado com a exclusiva<strong> Patente Fluidactiv</strong>, que ajuda a prevenir o aparecimento da acne. Proteção solar de alta tecnologia Sun Active Defense: associação de <strong>filtros UV</strong> que fortalece as defesas naturais da pele contra os danos da radiação solar, através de ativos antioxidantes.</p>

<h3>BENEFÍCIOS</h3>

<p>Testado dermatologicamente.</p>

<p>Antioleosidade com toque seco ultraleve</p>

<p>Não comedogênico (não causa acne).</p>

<p>Sensação de pele hidratada e fresca por 8 horas.</p>

<h3>PARA QUE SERVE</h3>

<p>Protetor solar antioleosidade com toque seco ultraleve, absorção imediata e acabamento invisível desenvolvido exclusivamente para o Brasil. Sensação de pele fresca  limpa aprovada por 93% dos usuários. Acabamento matte e controle da oleosidade por 8h.</p>

<h3>COMO DEVO USAR</h3>

<p>Aplique o Actine FPS 60 Antioleosidade de forma abundante sobre o rosto antes da exposição ao Sol, preferencialmente 30 minutos antes. Para manter a efetividade do protetor, reaplique sempre que achar necessário, principalmente durante a exposição ao sol, após sudorese intensa, nadar ou banhar-se, e secar-se com toalha. Aplique uma quantidade adequada para cobrir todo o rosto.</p>"
sp-92980,Episol Antiacne Fps30 60ml,Mantecorp,62821,7891142205766,82.99,82.99,Episol Antiacne Fps30 60ml
sp-94176,Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 1.0 Clara 40g,Loreal,63043,7899706197922,55.99,55.99,Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 1.0 Clara 40g
sp-67311,Protetor Solar Corporal Isdin Hydrolotion Fps 50+ Com 200ml,Isdin,61813,8429420192256,116.99,116.99,"<strong>APRESENTAÇÃO:</strong><br>

O Fotoprotector ISDIN Hydrolotion é um protetor solar corporal bifásico que oxigena a pele e protege contra os danos causados pela exposição solar com FPS 63. É indicado para todos os tipos de pele, inclusive peles sensíveis. Protege e revitaliza a pele do stress oxidativo causado pelo sol, diminuindo a formação de radicais livres. <br><br>

<strong>COMO DEVO USAR: </strong><br>
Agite o produto por 5 segundos, assegurando que ele se misturou corretamente. Aplicar generosamente sobre a pele seca, meia hora antes da exposição solar. É necessária a reaplicação do produto para manter a sua efetividade a cada 2 horas e depois de transpirar, nadar, banhar-se ou secar-se com uma toalha e durante a exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido."
sp-105332,Eucerin Sun Hydro Fluid Fps 60 Fluido Facial Ultra Leve 50ml,Eucerin,76009,4005900995520,89.9,89.9,"<h3>APRESENTAÇÃO:</h3><p>Eucerin Sun Face Hydro-Fluid FPS 50+ oferece uma proteção solar de alto desempenho com uma sensação de leveza e frescura. Este protetor solar diário foi desenvolvido para todos os tipos de pele, incluindo as mais sensíveis. Sua fórmula avançada proporciona hidratação imediata e rápida absorção, sem deixar uma sensação pegajosa ou oleosa na pele.</p><h3>BENEFÍCIOS:</h3><ul><li>FPS 60 para máxima proteção solar.</li><li>Textura ultra leve e de rápida absorção.</li><li>Proteção UVA e UVB de alta qualidade.</li><li>Hidratação profunda.</li><li>Não deixa a pele oleosa.</li><li>Dermatologicamente testado.</li><li>Resistente à água.</li><li>Fórmula não comedogênica.</li><li>Previne o envelhecimento precoce da pele.</li><li>Ideal para todos os tipos de pele.</li><li>Tecnologia avançada de proteção solar.</li></ul><h3>PARA QUE SERVE?</h3><p>Eucerin Sun Face Hydro-Fluid FPS 50+ protege a pele contra queimaduras solares e os danos induzidos pelo sol. Sua fórmula contém a tecnologia avançada Advanced Spectral Technology, que combina filtros UVA e UVB de banda larga e fotoestáveis para uma proteção UV muito alta. Além disso, a presença de Licochalcona A ajuda a neutralizar os radicais livres causados pela luz UV e HEVIS, oferecendo uma defesa abrangente contra os danos solares.</p><p>O Ácido Glicirretínico na fórmula promove o mecanismo de reparação natural da pele, auxiliando na recuperação após a exposição solar. O resultado é uma pele protegida, hidratada e com uma sensação de frescura.</p><p>Eucerin Sun Face Hydro-Fluid FPS 50+ é ideal para uso diário e proporciona uma experiência agradável durante a aplicação. Sua fórmula ultra-leve não deixa sensação de gordura e é absorvida rapidamente, sem deixar resíduos.</p><p><strong>Cuide da sua pele com Eucerin Sun Face Hydro-Fluid FPS 50+ e desfrute de uma proteção solar eficaz com uma sensação de conforto.</strong></p><h3>COMO DEVO USAR?</h3><ul><li>Agite bem o frasco antes de usar.</li><li>Aplique o fluido uniformemente sobre a pele seca 15 minutos antes da exposição solar.</li><li>Massageie suavemente até completa absorção.</li><li>Reaplique a cada 2 horas, especialmente após nadar ou suar.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Evite o contato com os olhos.</li><li>Não aplique sobre pele irritada ou lesionada.</li><li>Em caso de irritação, suspenda o uso.</li><li>Mantenha fora do alcance de crianças.</li><li>Uso externo apenas.</li></ul><p><br></p>"
sp-92608,Bronzeador Nivea Intense & Bronze Fps6 Loção 125ml Novo,Nivea,62558,4005900207296,33.99,33.99,"<h3>APRESENTAÇÃO:</h3><p>A Loção Bronzeadora é uma inovação em cuidados com a pele. Estimula a melanina, proporcionando uma pele incrivelmente bonita e saudável. Com uma embalagem de 125 ml, este produto é a chave para você se sentir mais confiante e radiante.</p><h3>COMPOSIÇÃO:</h3><p>Aqua; C12-15 Alkyl Benzoate; Paraffinum Liquidum; Glycerin; Octocrylene; Caprylic/Capric Triglyceride; Alcohol; Butyl Methoxydibenzoylmethane; Cetearyl Alcohol; Ethylhexyl Salicylate; Glyceryl Stearate Citrate; Isohexadecane; Menthoxypropanediol; Hydrogenated Coco-Glycerides; Phenoxyethanol; Parfum; Xanthan Gum; Methylparaben; Ethylparaben; Trisodium EDTA; Macadamia Integrifolia Seed Oil; Tocopheryl Acetate; Acrylates/C10-30 Alkyl Acrylate Crosspolymer; Sodium Hydroxide; Coumarin; Limonene; Benzyl Alcohol; Linalool; Geraniol; Citronellol; Eugenol.</p><h3>BENEFÍCIOS:</h3><ul><li>Estimula a melanina.</li><li>Enriquecido com Vitamina E.</li><li>Resistente à água.</li><li>Rápida absorção.</li><li>Não oleoso.</li><li>Fórmula dermatologicamente testada.</li><li>Fragrância agradável.</li></ul><h3>PARA QUE SERVE?</h3><p>O bronzeador é um aliado indispensável para proteger sua pele dos raios solares enquanto garante um bronzeado natural e duradouro. A tecnologia avançada e a presença da Vitamina E fazem desta loção um item essencial para seus cuidados com a pele.</p><h3>COMO DEVO USAR?</h3><ul><li>Agite bem antes de usar.</li><li>Aplique generosamente antes da exposição ao sol.</li><li>Reaplique após nadar ou suar.</li><li>Reaplique após secar com toalha.</li><li>Mantenha o produto em local fresco.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Evite exposição ao sol das 10 às 16 horas.</li><li>Produto para uso adulto.</li><li>Reaplique para manter eficácia.</li><li>Evite contato com os olhos.</li><li>Em caso de irritação, suspenda o uso.</li></ul><p><br></p>"
sp-94997,Protetor Solar Granado Bebê Fps70 120ml,Granado,73313,7896512956347,85.99,85.99,Protetor Solar Granado Bebê Fps70 120ml
sp-100572,Anthelios Airlicium Protetor Solar Facial Fps80 Cor 1.0 40g,La Roche Posay,75676,7908615031514,99.9,99.9,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">O protetor solar facial Anthelios Airlicium FPS 80 cor 1.0 40g é um produto da marca La Roche-Posay, desenvolvido para peles oleosas ou acneicas. Ele oferece alta proteção contra os raios UVA e UVB, além de um efeito matificante que controla a oleosidade da pele. É um protetor solar com textura gel-creme, de rápida absorção e toque seco. Ele não deixa resíduos brancos na pele e não é comedogênico, ou seja, não obstrui os poros.</span></p><p><span style=""color: rgba(0, 0, 0, 0.85);"">EMBALAGEM CONTÉM: 1 ANTHELIOS AIRLICIUM PROTETOR SOLAR FACIAL FPS80 COR 1.0 40G.</span></p><p><br></p><h3>BENEFÍCIOS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Alta proteção contra raios UVA/UVB, FPS 80.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Efeito mate o dia todo e acabamento invisível.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Possui complexo antioxidante.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Previne o fotoenvelhecimento.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Fórmula enriquecida com água termal de La Roche-Posay.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">É eficaz contra a poluição.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não deixa resíduos brancos na pele.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não contém parabenos.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Dermatologicamente testado.</span></li></ul><p><br></p><h3>PARA QUE SERVE?</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">O Protetor Solar Anthelios Airlicium é ideal para pessoas com pele oleosa ou acneica, especialmente aquelas que são sensíveis à exposição solar. Ao ser aplicado, ele não apenas protege contra os raios UVA/UVB e os danos do infravermelho, mas também regula de maneira inteligente o excesso de oleosidade e umidade na pele. Sua fórmula única, enriquecida com água termal de La Roche-Posay, incorpora tecnologias como [XL] Protext e Airlicium, garantindo uma proteção resiliente do filtro solar, mesmo sob condições extremas.</span></p><p><br></p><h3>COMO DEVO USAR?</h3><ol><li><span style=""color: rgba(0, 0, 0, 0.85);"">Lave o rosto com um sabonete facial suave.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Seque o rosto completamente.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Aplique o protetor solar no rosto e no pescoço, com movimentos circulares.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Aplique o protetor solar 30 minutos antes da exposição solar.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Reaplique o protetor solar a cada duas horas, ou mais frequentemente se necessário.</span></li></ol><p><br></p><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Uso externo. </span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não ingerir.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Evite a exposição prolongada ao sol.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Caso haja contato com os olhos, lave-os abundantemente. </span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se houver irritação, suspenda o uso imediatamente e procure orientação médica.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Mantenha fora do alcance das crianças.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Armazene em local fresco e ao abrigo da luz.</span></li></ul><p><br></p><p><br></p>"
sp-116607,Isdin Fusion Fluid Mineral Fps 50 Com 50ml,Isdin,76151,8429420210554,104.9,104.9,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Proteja sua pele com o ISDIN Fusion Fluid Mineral FPS 50. Este filtro solar de 50ml é a escolha perfeita para manter sua pele saudável e protegida. Sua fórmula avançada oferece uma combinação única de eficácia e conforto.</span></p><h3>BENEFÍCIOS:</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Proteção avançada contra raios UV.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Fórmula mineral não irritante.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Textura leve e não oleosa.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Resistente à água.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Previne o envelhecimento precoce.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Hipoalergênico.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Adequado para todos os tipos de pele.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Ação antioxidante.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Proporciona um acabamento invisível.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Dermatologicamente testado.</span></li></ul><p><br></p><h3>PARA QUE SERVE?</h3><p><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">O ISDIN Fusion Fluid Mineral FPS 50 utiliza uma tecnologia de última geração para proteger sua pele dos danos causados pelos raios UV. Sua fórmula mineral proporciona uma barreira eficaz contra os raios UVA e UVB, prevenindo queimaduras solares, manchas e rugas prematuras.</span></p><h3>COMO DEVO USAR?</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Aplique generosamente sobre a pele seca antes da exposição ao sol.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Massageie suavemente até que o produto seja absorvido.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Reaplique a cada 2 horas ou após nadar ou suar.</span></li></ul><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Evite o contato com os olhos.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Em caso de irritação, suspenda o uso e consulte um médico.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Mantenha fora do alcance de crianças.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Este produto não oferece proteção contra a insolação.</span></li></ul><p><br></p>"
sp-105568,Protetor Solar Toque Seco Fps50  Sallve Frasco 40g,Outras Marcas,75593,7908335402304,69.9,69.9,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">O Sallve Toque Seco é um protetor solar facial de elevada proteção contra raios UVA/UVB, que proporciona uma defesa abrangente contra os efeitos nocivos da radiação solar, luz azul, raios infravermelhos e poluição. Enriquecido com Carnosina, Antiglicante e Niacinamida, seu uso resulta em uma ação antioxidante, prevenindo os sinais de envelhecimento, preservando a integridade do colágeno da pele e auxiliando no controle da oleosidade ao longo do dia. Ele também minimiza o brilho da pele sem causar ressecamento.</span></p><p><span style=""color: rgba(0, 0, 0, 0.85);"">EMBALAGEM CONTÉM: 1 PROTETOR SOLAR TOQUE SECO FPS50 SALLVE FRASCO 40G.</span></p><p><br></p><h3>BENEFÍCIOS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Reduz o brilho excessivo sem ressecar.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Disfarça a aparência de poros.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Oferece ação antioxidante que previne os sinais do tempo.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Oferece ação antiglicante que preserva o colágeno da pele.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não esfarela e é compatível com maquiagem.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não arde os olhos.</span></li></ul><p><br></p><h3>PARA QUE SERVE?</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">O Protetor Solar Facial Toque Seco FPS 50 Sallve é um protetor solar facial com fator de proteção solar (FPS) 50, indicado para peles normais a secas. Ele oferece proteção alta contra os raios UVA e UVB, além de hidratar e suavizar a pele. O protetor solar Sallve é formulado com ingredientes naturais e não contém parabenos, petrolatos, óleo mineral, corantes ou fragrâncias artificiais. Ele é hipoalergênico e não comedogênico, o que significa que não obstrui os poros e não causa acne. O protetor solar Sallve é fácil de espalhar e tem um toque seco, que não deixa a pele oleosa ou pegajosa. Ele é resistente à água e ao suor, o que o torna ideal para o uso diário, inclusive em dias de praia ou piscina.</span></p><h3>COMO DEVO USAR?</h3><ol><li><span style=""color: rgba(0, 0, 0, 0.85);"">Aplique generosamente antes de se expor ao sol.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se a quantidade aplicada não for suficiente, a proteção oferecida será consideravelmente reduzida.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Sempre reaplique após transpiração intensa, nadar ou se molhar, secar-se com uma toalha e durante a exposição contínua ao sol.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">É essencial reaplicar o produto para garantir a sua eficácia.</span></li></ol><p><br></p><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Para uso externo somente.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não ingerir.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Este produto não oferece proteção contra queimaduras solares.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Ajuda a prevenir queimaduras solares.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Evite que crianças fiquem expostas ao sol por longos períodos.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Para crianças com menos de 6 meses, consulte um médico.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Em caso de contato direto com os olhos, lave-os com água abundantemente.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se ocorrer irritação, pare de usar e procure orientação médica.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se ocorrer algum efeito indesejado, pare de usar.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Evite exposição do produto à luz intensa e calor excessivo.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Mantenha a embalagem bem fechada.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Mantenha fora do alcance de crianças.</span></li></ul><p><br></p><p><br></p>"
sp-67607,Kit Ensolei Ultraseco 50g + Puriance Ultimate 60g,Profuse,62145,7896658039591,89.49,89.49,Kit Ensolei Ultraseco 50g + Puriance Ultimate 60g
sp-105470,Episol Intense Hydra Spray Fps50 200ml,Mantecorp,76145,7891142982759,109.85,109.85,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">O EPISOL INTENSE HYDRA SPRAY FPS50 200ML é o seu aliado contra os danos causados pelo sol. Com tecnologia avançada, proporciona proteção e hidratação intensa para sua pele.</span></p><h3>BENEFÍCIOS:</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Protege contra os raios UV prejudiciais.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Hidrata profundamente.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Previne o envelhecimento precoce.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Textura leve e de rápida absorção.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Resistente à água.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Ideal para todos os tipos de pele.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Não obstrui os poros.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Previne manchas e queimaduras solares.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Deixa a pele suave e macia.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Fácil aplicação..</span></li></ul><p><br></p><h3>PARA QUE SERVE?</h3><p><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">O EPISOL INTENSE HYDRA SPRAY FPS50 utiliza uma tecnologia inovadora para fornecer proteção solar eficaz e hidratação duradoura. Sua fórmula avançada mantém a pele protegida e saudável, mesmo sob o sol escaldante.</span></p><h3>COMO DEVO USAR?</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Agite bem antes de usar.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Aplique uniformemente sobre a pele seca, 15 minutos antes da exposição ao sol.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Reaplique a cada 2 horas ou após nadar, suar ou secar-se com toalha.</span></li></ul><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Somente para uso externo.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Evite o contato com os olhos.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Em caso de irritação, suspenda o uso.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Mantenha fora do alcance das crianças.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Não exponha o produto ao calor excessivo.</span></li></ul><p><br></p>"
sp-95108,Adcos Protetor Solar Stick Fps80 Beige 17g,Adcos,73934,7897975697518,158.99,158.99,Adcos Protetor Solar Stick Fps80 Beige 17g
