farmacia,cidade,nome,sku,preco_com_desconto,preco_sem_desconto,desconto,descricao
Oncolog Medicamentos,São Paulo,ANASTROZOL 1MG  C/30 COMPRIMIDOS - EUROFARMA, SKU: 7891317022662,17.65,21.57,18.173388966156708,PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com anastrozol foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo anastrozol como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,AROMASIN - EXEMESTANO 25MG C/ 30 COMPRIMIDOS - PFIZER, SKU: 7891268100501,460.0,725.0,36.55172413793103,"PARA QUE ESTE MEDICAMENTO É INDICADO?Aromasin® (exemestano) drágea é indicado para o tratamento adjuvante (auxiliar) em mulheres pósmenopausadas com câncer de mama inicial, para diminuir a chance da doença recorrer (voltar) e também para reduzir o risco de desenvolvimento de câncer na outra mama. Nos estudos clínicos, Aromasin® foi utilizado após o uso de tamoxifeno por 2 a 3 anos, por um período total de 5 anos (ou seja, 2-3 anos de tamoxifeno seguido por 3-2 anos de Aromasin®). Aromasin® é indicado para o tratamento de primeira linha (tratamento inicial) do câncer de mama avançado em mulheres pós-menopausadas. Aromasin® é indicado também para o tratamento de segunda linha (depois da falha do tratamento inicial) do câncer de mama avançado em mulheres pósmenopausadas, cuja doença progrediu após tratamento hormonal. Aromasin® também é indicado para o tratamento de terceira linha (depois da falha da segunda linha) do câncer de mama avançado em mulheres pósmenopausadas cuja doença progrediu após tratamento com: antiestrógenos (bloqueadores do estrógeno; tipo de hormônio feminino) e/ou inibidores não esteroides da aromatase (bloqueador de enzima produtora de estrógeno) ou progestágenos (semelhante a progesterona; tipo de hormônio feminino).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ATRED - PEMETREXEDE DISSÓDICO 100 MG PO LIOF SOL INJ CT FA VD TRANS, SKU: 7896094208193,333.5,500.0,33.3,"PARA QUE ESTE MEDICAMENTO É INDICADO? Atred pode ser utilizado para o tratamento dos seguintes tipos de câncer: - Mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, Atred® deve ser utilizado em combinação com uma cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, Atred® deve ser utilizado em combinação com cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), cuja doença não progrediu após quatro ciclos de quimioterapia a base de platina; para tal tratamento, Atred® deve ser utilizado como agente isolado. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, Atred® deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” metastático), em pacientes não tratados previamente; para este tratamento, Atred® deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina. VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ATRED - PEMETREXEDE DISSÓDICO 500 MG PO LIOF SOL INJ CT FA VD TRANS, SKU: 7896094208186,1656.5,1982.7,16.45231250315227,"PARA QUE ESTE MEDICAMENTO É INDICADO?Atred pode ser utilizado para o tratamento dos seguintes tipos de câncer: - Mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, Atred® deve ser utilizado em combinação com uma cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, Atred® deve ser utilizado em combinação com cisplatina. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), cuja doença não progrediu após quatro ciclos de quimioterapia a base de platina; para tal tratamento, Atred® deve ser utilizado como agente isolado. - Câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, Atred® deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “câncer de pulmão de células não pequenas com histologia de células não escamosas” metastático), em pacientes não tratados previamente; para este tratamento, Atred® deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina. VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AVASTIN - BEVACIZUMABE 100MG - 1 FRASCO COM 4ML, SKU: 7896226505015,1920.0,2384.61,19.48368915671746,"PARA QUE ESTE MEDICAMENTO É INDICADO?Câncer colorretal metastático (CCRm) Avastin® , em combinação com quimioterapia à base de fluoropirimidina, é indicado para o tratamento de pacientes com carcinoma metastático do cólon ou do reto.Câncer de pulmão de não pequenas células localmente avançado, metastático ou recorrente Avastin® , em combinação com quimioterapia à base de platina, é indicado para o tratamento de primeira linha de pacientes com câncer de pulmão de não pequenas células, não escamoso, irressecável, localmente avançado, metastático ou recorrente. Avastin® , em combinação com erlotinibe, é indicado para o tratamento de primeira linha de pacientes com câncer de pulmão de não pequenas células, não escamoso, irressecável, avançado, metastático ou recorrente com mutações ativadoras de EGFR (receptor do fator de crescimento epidérmico).Câncer de mama metastático ou localmente recorrente (CMM) Avastin® , em combinação com paclitaxel, é indicado para o tratamento em primeira linha de pacientes com câncer de mama localmente recorrente ou metastático que não tenham recebido quimioterapia prévia para doença metastática ou localmente recorrente. Avastin® , em combinação com capecitabina, é indicado para o tratamento em primeira linha de pacientes com câncer de mama localmente recorrente ou metastático para os quais o tratamento com outras opções de quimioterapia, incluindo taxanos e antraciclinas, não seja considerado apropriado. Pacientes que tenham recebido regimes de tratamento adjuvante contendo taxanos e antraciclinas 2 nos últimos 12 meses não são elegíveis ao tratamento com Avastin® em combinação com capecitabina.Câncer de células renais metastático e/ ou avançado (mRCC) Avastin® , em combinação com alfainterferona 2a, é indicado para o tratamento de primeira linha de pacientes com câncer de células renais avançado e/ ou metastático.Câncer epitelial de ovário, tuba uterina e peritoneal primário Avastin® , em combinação com carboplatina e paclitaxel, é indicado para o tratamento de primeira linha de pacientes com câncer epitelial de ovário, tuba uterina e peritoneal primário avançados (International Federation of Gynecology and Obstetrics – FIGO – III B, III C e IV). Avastin® , em combinação com carboplatina e gencitabina, é indicado para o tratamento de pacientes adultos com câncer epitelial de ovário, tuba uterina e peritoneal primário com primeira recorrência e sensível à platina, sem terapia prévia com bevacizumabe ou outros inibidores de VEGF ou agentes direcionados a receptores de VEGF. Avastin® , em combinação com paclitaxel, topotecana ou doxorrubicina lipossomal peguilada, é indicado para o tratamento de pacientes com câncer epitelial de ovário, tuba uterina e peritoneal primário, recorrentes e resistentes à platina, que não tenham recebido mais do que dois regimes prévios de quimioterapia e que não receberam terapia prévia com bevacizumabe ou outros inibidores de VEGF ou agentes direcionados a receptores de VEGF.Câncer de colo do útero Avastin® , em combinação com paclitaxel e cisplatina ou, alternativamente, paclitaxel e topotecana em pacientes que não podem receber terapia com platina, é indicado para o tratamento de câncer de colo do útero persistente, recorrente ou metastático.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO. "
Oncolog Medicamentos,São Paulo,AVASTIN - BEVACIZUMABE 400MG - 1 FRASCO COM 16ML, SKU: 7896226505022,"R$ 8.485,00",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Câncer colorretal metastático (CCRm) Avastin® , em combinação com quimioterapia à base de fluoropirimidina, é indicado para o tratamento de pacientes com carcinoma metastático do cólon ou do reto.Câncer de pulmão de não pequenas células localmente avançado, metastático ou recorrente Avastin® , em combinação com quimioterapia à base de platina, é indicado para o tratamento de primeira linha de pacientes com câncer de pulmão de não pequenas células, não escamoso, irressecável, localmente avançado, metastático ou recorrente. Avastin® , em combinação com erlotinibe, é indicado para o tratamento de primeira linha de pacientes com câncer de pulmão de não pequenas células, não escamoso, irressecável, avançado, metastático ou recorrente com mutações ativadoras de EGFR (receptor do fator de crescimento epidérmico).Câncer de mama metastático ou localmente recorrente (CMM) Avastin® , em combinação com paclitaxel, é indicado para o tratamento em primeira linha de pacientes com câncer de mama localmente recorrente ou metastático que não tenham recebido quimioterapia prévia para doença metastática ou localmente recorrente. Avastin® , em combinação com capecitabina, é indicado para o tratamento em primeira linha de pacientes com câncer de mama localmente recorrente ou metastático para os quais o tratamento com outras opções de quimioterapia, incluindo taxanos e antraciclinas, não seja considerado apropriado. Pacientes que tenham recebido regimes de tratamento adjuvante contendo taxanos e antraciclinas 2 nos últimos 12 meses não são elegíveis ao tratamento com Avastin® em combinação com capecitabina.Câncer de células renais metastático e/ ou avançado (mRCC) Avastin® , em combinação com alfainterferona 2a, é indicado para o tratamento de primeira linha de pacientes com câncer de células renais avançado e/ ou metastático.Câncer epitelial de ovário, tuba uterina e peritoneal primário Avastin® , em combinação com carboplatina e paclitaxel, é indicado para o tratamento de primeira linha de pacientes com câncer epitelial de ovário, tuba uterina e peritoneal primário avançados (International Federation of Gynecology and Obstetrics – FIGO – III B, III C e IV). Avastin® , em combinação com carboplatina e gencitabina, é indicado para o tratamento de pacientes adultos com câncer epitelial de ovário, tuba uterina e peritoneal primário com primeira recorrência e sensível à platina, sem terapia prévia com bevacizumabe ou outros inibidores de VEGF ou agentes direcionados a receptores de VEGF. Avastin® , em combinação com paclitaxel, topotecana ou doxorrubicina lipossomal peguilada, é indicado para o tratamento de pacientes com câncer epitelial de ovário, tuba uterina e peritoneal primário, recorrentes e resistentes à platina, que não tenham recebido mais do que dois regimes prévios de quimioterapia e que não receberam terapia prévia com bevacizumabe ou outros inibidores de VEGF ou agentes direcionados a receptores de VEGF.Câncer de colo do útero Avastin® , em combinação com paclitaxel e cisplatina ou, alternativamente, paclitaxel e topotecana em pacientes que não podem receber terapia com platina, é indicado para o tratamento de câncer de colo do útero persistente, recorrente ou metastático.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALKERAN - MELFALANA 2 MG COM 25 COMPRIMIDOS, SKU: 7895858013103,190.15,232.0,18.03879310344827,"PARA QUE ESTE MEDICAMENTO É INDICADO?Alkeran® comprimidos é indicado para o tratamento de mieloma múltiplo e adenocarcinoma ovariano avançado. Alkeran® comprimidos também pode ser usado no tratamento de: ï Câncer de Mama: Alkeran®, tanto em monoterapia quanto em combinação com outras drogas, tem um efeito terapêutico significativo em pacientes que sofrem de câncer de mama avançado. ï Policitemia Vera: Akeran® é efetivo no tratamento de alguns pacientes com Policitemia Vera.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ARAZABI - ANASTROZOL 1 MG COM REV CT BL AL PLAS PVDC OPC X 30, SKU: 7896004755229,"R$ 45,50",,,PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com ARAZABI (anastrozol) foram observados em pacientes com tumores com receptor hormonal positivo.Redução da incidência de câncer de mama contralateral em pacientes recebendo anastrozol como tratamento adjuvante para câncer de mama inicial.Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,AZACITIDINA 100MG/200MG PO LIOF SUS INJ SC FA VD INC X 200MG - UNITED MEDICAMENTAL, SKU: 7898054580011,1862.5,3200.0,41.796875,"Azacitidina é indicado para o tratamento de pacientes com Síndrome Mielodisplásica (alteração das células sanguíneas) dos subtipos anemia refratária (redução de células que transportam oxigênio e gás carbônico) com excesso de blastos (células sanguíneas imaturas que não exercem suas funções), ou AREB, de acordo com a classificação FAB (classificação franco-americano-britânica, que considera que na mielodisplasia há alterações no formato e na função das células), a leucemia mielóide aguda (alteração sanguínea com excesso de células de defesa que não funcionam adequadamente) com 20 – 30% de blastos na medula óssea com displasia multilinhagem de acordo com a classificação OMS (classificação da Organização Mundial da Saúde que considera alterações no funcionamento de todas as células sanguíneas) e leucemia mielomonocítica crônica (classificação FAB modificada, classificação franco-americano-britânica, que considera que na mielodisplasia há casos em que a alteração está na células de defesa"
Oncolog Medicamentos,São Paulo,AVENTAL DESCARTÁVEL  NÃO ESTÉRIL- 40 G/M² COM 10 UNIDADES - COR BRANCA - NAYR SAUDE, SKU: 7899356900521,49.9,59.9,16.694490818030047,"Indicação: Ideal para uso em área médica, odontológicaCondições de armazenamento:Armazenar em local limpo, seco, fresco, protegido da luz, umidade e calor excessivo.Prazo de validade 5 anos após a data de fabricaçãoA validade do produto é garantida enquanto as embalagens permanecerem íntegras, dentro do prazo estabelecido na rotulagem do produto."
Oncolog Medicamentos,São Paulo,BAVENCIO - AVELUMABE 20 MG/ML SOL DIL INF IV CT FR VD TRANS X 10 ML, SKU: 7891721029929,7000.0,8100.0,13.580246913580254,"PARA QUE ESTE MEDICAMENTO É INDICADO? Bavencio é utilizado em adultos para tratar: • O carcinoma de células Merkel (MCC), um tipo raro de câncer de pele, quando é metastático (que se espalhou para outras partes do corpo). • Carcinoma urotelial (UC), um tipo de câncer de bexiga, quando está avançado ou metastático e não progrediu com a quimioterapia de indução à base de platina na primeira linha. • O carcinoma de células renais (RCC), um tipo de câncer renal, quando é avançado, em combinação com axitinibe. Para o carcinoma de células renais, Bavencio® deve ser utilizado em combinação com o axitinibe. É importante que você também leia a bula do medicamento que contém axitinibe. Se você tiver dúvidas sobre o axitinibe, pergunte ao seu médico.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AZENTEX - ACIDO ZOLEDRÔNICO 5MG/100ML CRISTALIA		, SKU: 7896676437782				,"R$ 500,00",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Azentex (ácido zoledrônico) é utilizado para:• tratamento da osteoporose em mulheres na pós-menopausa para reduzir a incidência de fraturas do quadril, vertebrais e não vertebrais e para aumentar a densidade mineral óssea;• prevenção de fraturas clínicas após fratura de quadril em homens e mulheres na pós-menopausa;• tratamento para aumentar a densidade óssea em homens com osteoporose;• tratamento e prevenção de osteoporose induzida por glicocorticoides;• prevenção de osteoporose em mulheres com osteopenia na pós-menopausa;• tratamento da doença de Paget do osso. VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALFAEPOETINA 10.000 UI/ML SOL INJ CX  FA VD INC X 1 ML , SKU: 7896014660193,"R$ 78,65",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?A alfaepoetina injetável (rHu EPO) esta destinada para o tratamento de anemia em pacientes com insuficiência renal e que se submetem ao regime de diálise. Também é destinada para o tratamento de anemia associado ao câncer e utilização de quimioterápicos, anemia em portador de AIDS submetido ao AZT, em procedimentos pré e perioperatórios, em doenças crônico-degenerativas (artrite-reumatoide).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BENLYSTA - BELIMUMABE 200 MG/ML SOL INJ CT 4 SER PREENC VD TRANS X 1ML, SKU: 7896015591151,"R$ 8.149,22",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Benlysta é indicado como terapia adjuvante em pacientes a partir de 5 anos de idade com lúpus eritematoso sistêmico (LES) ativo, que apresentam alto grau de atividade da doença (ex: anti-DNA positivo e baixo complemento) e que estejam em uso de tratamento padrão para LES, incluindo corticosteroides, antimaláricos, AINEs ou outros imunossupressores. Benlysta® também é indicado para o tratamento de pacientes adultos com inflamação renal relacionada ao lúpus (nefrite lúpica ativa) que estejam em uso de tratamento padrão. A eficácia de Benlysta® não foi avaliada em pacientes com lúpus ativo grave do sistema nervoso central.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BENLYSTA - BELIMUMABE 200 MG/ML SOL INJ CT 4 SER PREENC VD TRANS X 1ML + CAN APLIC, SKU: 7896015591175,7640.6,8149.22,6.241333526398847,"PARA QUE ESTE MEDICAMENTO É INDICADO?Benlysta é indicado como terapia adjuvante em pacientes a partir de 5 anos de idade com lúpus eritematoso sistêmico (LES) ativo, que apresentam alto grau de atividade da doença (ex: anti-DNA positivo e baixo complemento) e que estejam em uso de tratamento padrão para LES, incluindo corticosteroides, antimaláricos, AINEs ou outros imunossupressores. Benlysta® também é indicado para o tratamento de pacientes adultos com inflamação renal relacionada ao lúpus (nefrite lúpica ativa) que estejam em uso de tratamento padrão. A eficácia de Benlysta® não foi avaliada em pacientes com lúpus ativo grave do sistema nervoso central.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AVSOLA - INFLIXIMABE 10 MG/ML PO LIOF SOL INJ CT FA VD TRANS X 10ML, SKU: 7898609960879,"R$ 2.462,50",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?AVSOLA é um medicamento usado para tratar pacientes adultos e pediátricos com doença de Crohn, com colite ou retocolite ulcerativa, pacientes adultos com doença de Crohn fistulizante, artrite reumatoide, espondilite anquilosante, artrite psoriásica e psoríase em placa. Nessas doenças, o corpo produz uma quantidade maior de uma substância chamada fator de necrose tumoral alfa (TNF-alfa). Essa maior quantidade de substância faz com que o sistema imunológico do seu corpo ataque o tecido saudável causando inflamação. Bloquear o TNF-alfa com AVSOLA pode reduzir a inflamação, mas pode também diminuir a capacidade do seu sistema imunológico em combater infecções. O seu médico decidiu tratá-lo com AVSOLA porque sua doença ainda está ativa, mesmo que você tenha tentado outros tratamentos. Artrite Reumatoide A artrite reumatoide é uma doença inflamatória das articulações. Se você tem artrite reumatoide de moderada a gravemente ativa, será tratado com AVSOLA associado ao metotrexato para: - reduzir os sinais e sintomas da sua doença; - prevenir as lesões nas articulações; - melhorar a função física. Espondilite Anquilosante A espondilite anquilosante é uma doença inflamatória da coluna. Caso tenha espondilite anquilosante, e não responda ou tolere outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença, incluindo amplitude de movimento; - melhorar a função física. Artrite Psoriásica A artrite psoriásica é uma doença inflamatória das articulações, frequentemente acompanhada por psoríase.Caso tenha artrite psoriásica ativa que não responde a outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas da sua artrite, incluindo redução da dor e inchaço em torno das suas articulações; - melhorar a psoríase; - melhorar a função física. Psoríase em placa A psoríase em placa é uma doença inflamatória da pele. Se você tiver psoríase em placas moderada a grave, e o tratamento sistêmico por fototerapia ou convencional tem sido inadequado ou inapropriado, você receberá AVSOLA para: - reduzir os sinais e sintomas da sua psoríase; - melhorar sua qualidade de vida. Doença de Crohn A doença de Crohn é uma doença inflamatória intestinal. Se você é adulto e tem doença de Crohn moderada ou grave que está ativa e não responde a outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter a remissão (estágio sem sintomas) de sua doença; - induzir a cicatrização do tecido intestinal; - melhorar sua qualidade de vida, ajudando-o a se sentir melhor; - reduzir o número de drenagens de fístulas (abertura anormal através da pele a partir do intestino). Se você for criança com doença de Crohn, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter a remissão (estágio sem sintomas) de sua doença; - melhorar sua qualidade de vida, ajudando-o a se sentir melhor. Colite ou Retocolite Ulcerativa A colite ou retocolite ulcerativa é uma doença inflamatória do intestino. Caso tenha colite ou retocolite ulcerativa de moderada a grave que está ativa e não responde a outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter remissão de sua doença; - induzir e manter a cicatrização da mucosa; - reduzir ou eliminar o uso de corticosteroides; - melhorar a qualidade de vida em adultos, ajudando-os a se sentir melhor; - reduzir a necessidade de remover o intestino grosso. Se você for uma criança ou adolescente com colite ou retocolite ulcerativa, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter a remissão de sua doença; - induzir e manter a cicatrização da mucosa; - reduzir ou eliminar o uso de corticosteroidesVENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BELEODAQ (BELINOSTATE) 500 MG PO LIOF SOL INJ IV CT FR AMP VD TRANS, SKU: 7898994740940,15938.6,19900.0,19.906532663316582,PARA QUE ESTE MEDICAMENTO É INDICADO?Beleodaq® é indicado para o tratamento de pessoas com um tipo de câncer chamado linfoma de células T periférico que regressou ou que não respondeu a outro tratamento para o câncer.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,BENLYSTA - BELIMUMABE 400 MG PO LIOF INJ IN CT FA VD INC, SKU: 7896015523961,"R$ 4.127,15",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Benlysta é indicado como terapia adjuvante em pacientes a partir de 5 anos de idade com lúpus eritematoso sistêmico (LES) ativo, que apresentam alto grau de atividade da doença (ex: anti-DNA positivo e baixo complemento) e que estejam em uso de tratamento padrão para LES, incluindo corticosteroides, antimaláricos, AINEs ou outros imunossupressores. Benlysta® também é indicado para o tratamento de pacientes adultos com inflamação renal relacionada ao lúpus (nefrite lúpica ativa) que estejam em uso de tratamento padrão. A eficácia de Benlysta® não foi avaliada em pacientes com lúpus ativo grave do sistema nervoso central.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BICALUTAMIDA 50MG - 30 COMPRIMIDOS - EUROFARMA, SKU: 7891317482541,"R$ 59,99",,,PARA QUE ESTE MEDICAMENTO É INDICADO?Câncer de próstata metastático - Tratamento de câncer de próstata avançado em combinação com análogos do hormônio liberador do hormônio luteinizante (LHRH) ou castração cirúrgica (remoção cirúrgica dos testículos). - Tratamento de câncer de próstata metastático em pacientes para os quais a castração cirúrgica (remoção cirúrgica dos testículos) ou medicamentosa (bloqueio dos testículos com uso de medicamento) não está indicada ou não é aceitável.Câncer de próstata não metastático - Tratamento de câncer de próstata não metastático localmente avançado em pacientes para os quais o tratamento hormonal imediato é indicado.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,BICALUTAMIDA 50 MG 30 COMPRIMIDOS - ACCORD, SKU: 7898565581316,37.0,45.0,17.777777777777786,PARA QUE ESTE MEDICAMENTO É INDICADO?Câncer de próstata metastático - Tratamento de câncer de próstata avançado em combinação com análogos do hormônio liberador do hormônio luteinizante (LHRH) ou castração cirúrgica (remoção cirúrgica dos testículos). - Tratamento de câncer de próstata metastático em pacientes para os quais a castração cirúrgica (remoção cirúrgica dos testículos) ou medicamentosa (bloqueio dos testículos com uso de medicamento) não está indicada ou não é aceitável.Câncer de próstata não metastático - Tratamento de câncer de próstata não metastático localmente avançado em pacientes para os quais o tratamento hormonal imediato é indicado.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,BESPONSA - INOTUZUMABE OZOGAMICINA 1MG PO LIOF SOL INJ CT FA, SKU: 7891045032285,"R$ 103.879,56",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? Besponsa (inotuzumabe ozogamicina) está indicado como monoterapia para o tratamento de adultos com leucemia linfoblástica aguda (LLA) de células B precursoras,recidivada ou refratária, CD22 positivo. O tratamento de pacientes adultos com LLA de células B precursoras, recidivada ou refratária, positivo para cromossomo Filadélfia (Ph+) só é indicado após falha do tratamento com pelo menos um inibidor de tirosina quinase. A leucemia linfoblástica aguda é um câncer do sangue no qual um tipo específico de glóbulo branco cresce descontroladamente.COMO ESTE MEDICAMENTO FUNCIONA?Besponsa é uma molécula que combina um anticorpo (IgG4 humanizado) a um medicamento (quimioterápico chamado N-acetil-gama-caliqueamicina), cujo alvo é um receptor celular conhecido como CD22 humano que pode estar presente nas células tumorais. A esse tipo de molécula se dá o nome de conjugado anticorpo-medicamento (CAM). Dados laboratoriais sugerem que a atividade de Besponsa® contra o câncer se deve à ligação do CAM com ar células do tumor com expressão de CD22, que possibilita a liberação do quimioterápico dentro dos glóbulos brancos cancerígenos anormais, induzindo assim sua morte celular programada (apoptose).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSINAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BONAR - SULFATO DE BLEOMICINA 15U (VALIDADE 30/10/2024), SKU: 7896181900818,"R$ 370,00",,,PARA QUE ESTE MEDICAMENTO FOI INDICADO?Bonar é indicado no tratamento de carcinomas e linfomas como agente único ou em associação a outros quimioterápicos.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO.
