,Título,Marca,Preço sem Desconto,Preço com Desconto,ID,SKU
464,RELVAR 100/25MCG C/30 DOSES **,GSK,"R$ 200,90","R$ 170,76",4992702,87555
465,RELVAR 200/25MCG C/30 DOSES **,GSK,"R$ 326,36","R$ 277,41",658671,88501
466,Seretide Diskus 50/100mcg 60 Doses,GSK,"R$ 151,92","R$ 129,13",658682,88506
467,Seretide Spray 25/50mcg 120 Doses,GSK,"R$ 151,92","R$ 129,13",348826,89021
468,SORINE SSC SOL NASAL SPRAY 50ML,ACHE,,"R$ 27,95",30905,89799
469,Transpulmin Xarope 150ml,ACHE,,"R$ 40,68",1590231,90088
470,VANNAIR 6/100MCG 120DOSES,ASTRAZENECA,"R$ 193,62","R$ 164,58",348835,80769
471,DIOSMIN SDU SAB/LAR/LIMAO C/30SACHES,ACHE,"R$ 178,80","R$ 119,90",108697,91909
472,PRADAXA 150MG C/10 CAPS,BOEHRINGER INGELHEIM,"R$ 65,07","R$ 55,31",400726,68815
473,CLEXANE 40MG C/2 SERINGAS,SANOFI AVENTIS,"R$ 164,76","R$ 128,20",3713709,68880
474,Cloridrato de Tizanidina 2mg com 30 Comprimidos,RANBAXY - RANBAXY FARMACEUTICA LTDA,,"R$ 41,86",9991478,104170
475,ROSUVASTATINA GEN 10MG C/60CPR MEDLEY,MEDLEY - GENERICO,"R$ 92,11","R$ 49,80",538793,101239
476,"Hemifumarato de Bisoprolol 2,5mg Medley 30 comprimidos",MEDLEY,"R$ 47,33","R$ 38,90",1940701,93302
477,VENULA 200MG C/30 CAPS,BIOLAB,"R$ 42,36","R$ 36,01",400746,68816
478,CLEXANE 60MG C/2 SERINGAS,SANOFI AVENTIS,"R$ 252,67","R$ 196,25",218821,87258
479,Proctyl Pomada Monodose com 10 Bisnagas de 3g,TAKEDA,,"R$ 78,54",511103,90439
480,Xarelto 15mg 28 Comprimidos,BAYER,"R$ 364,27","R$ 309,63",9993454,106196
481,CLOPIDOGREL GEN 75MG C/56CPR SANDOZ,SANDOZ - GENERICO,"R$ 180,80","R$ 59,04",1588602,85509
482,NEUTROFER 500MG C/30CPR,EMS,"R$ 87,72","R$ 74,56",9992385,105403
483,RIVAROXABANA GEN 20MG 30CPR MEDLEY,MEDLEY - GENERICO,"R$ 178,06","R$ 47,90",1790304,90134
484,Vastarel MR com 30 Comprimidos,SERVIER,"R$ 94,99","R$ 80,74",538879,68860
485,CLOPIDOGREL GEN 75MG C/28CPR MEDLEY,MEDLEY,"R$ 85,14","R$ 61,50",348642,80766
486,DIOSMIN 450/50MG C/30CPR*,ACHE,"R$ 62,15","R$ 52,83",618803,83400
487,ISORDIL SUBL 5MG C/30CPR**,EMS,"R$ 13,44","R$ 11,42",1588642,85511
488,NEUTROFER FOLICO C/30CPR,EMS,"R$ 44,67","R$ 37,97",108679,87001
491,Pradaxa 110mg com 30 Cápsulas,BOEHRINGER INGELHEIM,"R$ 195,17","R$ 165,89",1588647,85505
492,PROPAFENONA 300MG GEN C/60 CPR EURO,EUROFARMA,"R$ 170,26","R$ 92,22",1588650,85512
493,Hemifumarato de Bisoprolol 5mg Medley 30 comprimidos,MEDLEY,"R$ 57,62","R$ 40,95",9070313,92767
494,NEUTROFER 150MG C/30CPR**,EMS,"R$ 33,63","R$ 28,59",208670,89723
495,NEUTROFER FOLICO GOTAS 30ML**,EMS,"R$ 61,26","R$ 52,07",340305,99242
496,PROPAFENONA 300MG GEN C/30 CPR EURO,EUROFARMA,"R$ 85,14","R$ 47,30",218887,99992
497,Topcoid 5mg/g 1 bisnaga 40g,UNIAO QUIMICA,,"R$ 32,63",1798645,98060
498,"Trezete 10mg + 10mg, 30 comprimidos",ACHE,"R$ 88,49","R$ 75,22",70741,98489
499,VENALOT CREME 240ML,HYPERA PHARMA,,"R$ 72,98",1798604,80211
500,CEDRAFLON CREME 150ML,SERVIER,,"R$ 109,00",9994131,106779
501,CLOPIDOGREL GEN 75MG C/28CPR NOVARTIS**,NOVARTIS,"R$ 57,95","R$ 31,23",505801,81088
502,DAFLON 500MG 30CPR VER*,SERVIER,"R$ 123,92","R$ 114,10",9993846,106515
503,DOISKA PLUS C 30 CAPS GEL,BIOLAB,"R$ 103,25","R$ 90,99",9994077,106728
504,ELIQUIS 2.5MG C/20 CPR,PFIZER,"R$ 123,26","R$ 104,77",523601,87991
505,KLEV 15MG C/28CPR,ACHE,"R$ 145,64","R$ 123,79",9994072,106723
506,NEUTROFER FOLATO D 90CPR,EMS,"R$ 194,99","R$ 165,74",9992384,105402
507,RITMONORM 300MG C/60CPR,ABBOTT,"R$ 281,11","R$ 238,94",1580804,92010
508,RIVACRIST 20MG 28CPR,ABBOTT,"R$ 144,55","R$ 122,87",1818637,89136
509,RIVAROXABANA GEN 15MG 30CPR MEDLEY,MEDLEY - GENERICO,"R$ 178,06","R$ 47,90",511104,90441
510,Somalgin Cardio 100mg + 30mg + 15mg 60 comprimidos,EMS,"R$ 47,55","R$ 40,42",9993994,106650
511,Stugeron 75mg com 30 Comprimidos,CELLERA FARMA,"R$ 36,25","R$ 30,81",9990882,103561
512,XARELTO 20MG C/28 COMPRIMIDOS REVESTIDOS,BAYER,"R$ 364,27","R$ 309,63",1798641,80210
513,"CARVEDILOL GEN 12,5MG C/30CPR BIOLAB",BIOLAB - GENERICO,"R$ 33,39","R$ 20,03",1798644,96698
514,CEBRALAT 50MG C/120 CPR,LIBBS,"R$ 71,61","R$ 60,87",1798631,80212
515,DAFLON 1000MG C/30 CPR REV,SERVIER,"R$ 175,86","R$ 149,48",9993659,106343
516,DAFLON 1000MG C/60 CPR REV,SERVIER,"R$ 314,34","R$ 286,90",9993847,106516
517,DAFLON 500MG 60CPR VER*,SERVIER,"R$ 211,74","R$ 194,99",9994169,106817
518,DOZEMAST 1000MCG C/90 CPR SUBLINGUAIS,MARJAN,"R$ 245,17","R$ 208,39",1268801,84781
519,KLEV 20MG C/28CPR,ACHE,"R$ 145,64","R$ 123,79",1588630,85507
520,LIVALO 2MG C/60CPR,BIOLAB,"R$ 188,08","R$ 159,87",1580604,85508
521,MAREVAN 5MG C/30CPR**,FARMOQUIMICA,"R$ 32,86","R$ 27,93",1580615,98457
522,NEUTROFER 250MG/ML GTS 30ML**,EMS,"R$ 61,41","R$ 52,20",178816,86886
523,NEUTROFER 300MG C/30CPR**,EMS,"R$ 58,91","R$ 50,07",128660,87990
524,NEUTROFER PREV 60ML,EMS,"R$ 109,20","R$ 92,82",9990054,102729
525,PLAVIX 75MG C/28CPR*,SANOFI AVENTIS,"R$ 419,85","R$ 356,87",500325,89255
526,RITMONORM 300MG C/30CPR,ABBOTT,"R$ 140,54","R$ 119,46",1868862,89527
527,SOMALGIN CARDIO 81MG C/60CPR,EMS,"R$ 30,72","R$ 26,11",128633,89881
528,Sustrate 10mg com 50 Comprimidos,FARMOQUIMICA,"R$ 36,62","R$ 31,13",3969905,90093
529,THIOCTACID HR 600MG C/30COMP,MYLAN LABORATÓRIOS LTDA,"R$ 211,80","R$ 180,03",340237,90207
530,Trombofob Gel 40g,ABBOTT,,"R$ 29,40",9989968,102642
531,VARICELL GEL 300G 2420,FARMOQUIMICA,,"R$ 66,83",9070701,93644
532,Vertizine D com 20 Comprimidos,ACHE,"R$ 91,23","R$ 77,55",400743,68814
533,"XARELTO 2,5MG C/30 COMPRIMIDOS REVESTIDOS",BAYER,"R$ 195,23","R$ 165,95",9994038,106691
534,BETINA 24MG C/30 CPR,EUROFARMA,"R$ 37,22","R$ 31,64",638848,68861
535,CLEXANE 40MG C/10 SERINGAS,SANOFI AVENTIS,"R$ 824,11","R$ 559,00",340809,68864
536,CLOPIDOGREL GEN 75MG 30CPR BIOLAB,BIOLAB - GENERICO,"R$ 51,97","R$ 31,18",1850624,99237
537,CLOPIDOGREL GEN 75MG C/28CPR SANDOZ,NOVARTIS,"R$ 165,30","R$ 31,61",500209,81090
538,CLOPIN 75MG C/30CPR,ACHE,"R$ 66,50","R$ 56,52",500208,81091
539,DOZEMAST 1000MCG COM 30 COMPRIMIDOS SUBLINGUAIS,MARJAN,"R$ 99,42","R$ 84,51",9993987,106643
540,ELIQUIS 5MG C/20 CPR REV,PFIZER,"R$ 123,26","R$ 104,77",9994000,105534
541,ELIQUIS 5MG C/60 CPR REVES,PFIZER,"R$ 369,86","R$ 314,38",1260203,91640
542,FERRO FERRIPOLIMALTOSE GEN 100MG C/30CPR,BIOLAB - GENERICO,"R$ 59,18","R$ 50,30",910718,85123
543,FERRO FERRIPOLIMALTOSE GEN 50MG GOTAS 30ML BIOLAB,BIOLAB - GENERICO,"R$ 33,58","R$ 28,54",9994076,106727
544,FLEBON 50MG C/30 COMP,FARMOQUIMICA,"R$ 80,34","R$ 68,29",108688,87002
545,MONOCORDIL 20MG C/30CPR,BALDACCI,"R$ 19,27","R$ 16,38",108686,87004
546,NEUTROFER FOLATO D 30CPR,EMS,"R$ 73,69","R$ 62,64",800342,96918
547,Pradaxa 110mg com 60 Capsulas,BOEHRINGER INGELHEIM,"R$ 390,30","R$ 331,76",9990881,103560
548,PRADAXA 150MG C/60 CAPS,BOEHRINGER INGELHEIM,"R$ 390,30","R$ 331,76",1790303,90135
549,"Riscard 500mg, 60 comprimido",BIOLAB,"R$ 147,53","R$ 125,40",1857001,90138
550,VASTAREL 80MG C/30 CPS,SERVIER,"R$ 203,63","R$ 173,09",218819,90166
551,Vastarel MR com 60 Comprimidos,SERVIER,"R$ 189,96","R$ 161,47",218832,90165
552,"Vecasten 26,70mg, 30 comprimidos revestidos",MARJAN,"R$ 132,70","R$ 112,80",9992875,106019
553,VENALOT C/60DRG**,HYPERA PHARMA,"R$ 127,94","R$ 108,75",518633,90437
554,Venalot com 30 Drageas,HYPERA PHARMA,"R$ 70,80","R$ 60,18",9989967,102641
555,XAFAC 20MG 28CPR,APSEN,"R$ 182,12","R$ 154,80",1790305,98038
556,Xarelto 10mg com 30 Comprimidos,BAYER,"R$ 390,32","R$ 331,77",9994059,105541
557,"XARELTO 2,5MG C/60 COMPRIMIDOS REVESTIDOS",BAYER,"R$ 390,42","R$ 331,86",1598817,68033
558,ACERTANLO 3.5MG/2.5MG C/30 CPR,SERVIER,"R$ 62,46","R$ 53,09",910211,68257
559,APIXABANA GEN 5MG 60CPR NATCOFARMA,NATCOFARMA DO BRASIL,"R$ 236,09","R$ 141,65",1838829,68379
560,BRILINTA 90MG C/60CPR*,SERVIER,"R$ 474,92","R$ 403,68",3718873,68711
561,CAPILAREMA 75MG 30CPR,BALDACCI,"R$ 62,53","R$ 53,15",400725,68813
562,CEBRALAT 50MG C/60 CPR,LIBBS,"R$ 43,48","R$ 36,96",400745,68812
563,CINARIZINA GEN 75MG C/30CPR RANBAXY,RANBAXY - RANBAXY FARMACEUTICA LTDA,,"R$ 22,78",1790702,98952
564,CLEXANE 20MG C/2 SERINGAS**,SANOFI AVENTIS,"R$ 84,81","R$ 64,90",348863,94188
565,CLEXANE SAF LOCK 20MG 10 SERINGAS,SANOFI AVENTIS,"R$ 424,24","R$ 298,00",9993767,106441
566,DAFLON FLEX 1000MG C/30 ENVEL 10ML,SERVIER,"R$ 175,86","R$ 149,48",808847,81025
567,DIOSMIN SDU ABACAXI C/30 SACHES,ACHE,"R$ 178,80","R$ 151,98",500210,81089
568,DOISKA 149MCG 30CAPS GEL,BIOLAB,,"R$ 77,79",801202,94643
569,ECASIL-81 C/90COMP,BIOLAB,"R$ 48,89","R$ 41,56",801201,82268
570,ELIQUIS 2.5MG CX C/60 CPR**,PFIZER,"R$ 369,86","R$ 314,38",9990215,102891
571,FLAVENOS 450/50MG C/60CPR,BIOLAB,"R$ 155,34","R$ 132,04",1268861,84779
572,FLAVENOS 500C/30CPR,BIOLAB,"R$ 85,56","R$ 72,73",918616,85125
573,FLEBODIA 600MG COM 30 COMPRIMIDOS,GROSS,"R$ 153,78","R$ 130,71",9358301,85513
574,"MAREVAN 2,5MG C/60CPR",FARMOQUIMICA,"R$ 32,82","R$ 27,90",108687,87003
575,MONOCORDIL RETARD 50MG C/30CPR,BALDACCI,"R$ 86,89","R$ 73,86",108676,87005
576,NEUTROFER POLI SUSP 30ML,EMS,,"R$ 63,03",1790101,87252
577,Pradaxa 150mg com 30 Comprimidos,BOEHRINGER INGELHEIM,"R$ 195,17","R$ 165,89",9992383,105404
578,PRADAXA 75MG C/30 CAPS*,BOEHRINGER INGELHEIM,"R$ 195,17","R$ 165,89",1898622,89795
579,Procoralan 7.5mg com 56 Comprimidos,SERVIER,"R$ 206,13","R$ 180,99",6070811,96129
580,RIVAROXABANA GEN 10MG C/30 MEDLEY,MEDLEY - GENERICO,"R$ 190,79","R$ 47,90",9992876,105415
581,Transamin 250mg com 12 comprimidos,ZYDUS,"R$ 82,22","R$ 69,89",9990731,103410
582,VELUNID 450+50MG C/30 CPR EVES,HYPERA PHARMA,"R$ 78,49","R$ 66,72",9989914,102598
583,"XAFAC 2,5MG 30CPR",APSEN DO BRASIL,"R$ 87,85","R$ 74,67",9991613,104309
584,CRESTOR 5MG C/10CPR,ASTRAZENECA,"R$ 31,62","R$ 18,98",9994159,106807
585,CRESTOR 10MG 10 COMPRIMIDOS REVESTIDOS,ASTRAZENECA,"R$ 73,55","R$ 44,13",530805,88077
586,ROSUVASTATINA GEN 10MG C/30 SANDOZ,SANDOZ - GENERICO,"R$ 42,34","R$ 30,86",9990413,103089
587,SINVASTATINA GEN 20MG 30CPR NOVARTIS,SANDOZ,"R$ 15,54","R$ 9,32",9358685,92888
588,Rosuvastatina Calcica 10mg 30 Comprimidos,MEDLEY - GENERICO,"R$ 52,85","R$ 29,90",9991675,104377
589,ATORVASTATINA GEN 20MG COM 30CPR SANDOZ,SANDOZ,"R$ 52,77","R$ 37,26",9990396,103072
590,ROSUVASTATINA GEN 5MG C/30CPR EMS,EMS,"R$ 71,67","R$ 23,10",1598612,80156
591,ROSUVASTATINA GEN 5MG C/30CPR SANDOZ,SANDOZ - GENERICO,"R$ 37,69","R$ 35,02",1598699,80158
592,ATORVASTATINA GEN 40MG C/30CPR SANDOZ,SANDOZ,"R$ 105,55","R$ 69,71",170301,68723
593,CRESTOR 10MG C/30CPR**,ASTRAZENECA,"R$ 220,62","R$ 132,39",9430312,88906
594,CRESTOR 40MG C/30CPR,ASTRAZENECA,"R$ 400,36","R$ 340,31",9991991,104713
595,CIPROFIBRATO GEN 100MG C/30 CPR MEDLEY,MEDLEY - GENERICO,"R$ 53,96","R$ 23,99",1860302,68835
596,SINVASTATINA GEN 20MG C/30CPR SANDOZ,SANDOZ,"R$ 118,27","R$ 6,39",9993989,106645
597,CIPROFIBRATO GEN 100MG C/30CPR BIOLAB,BIOLAB - GENERICO,"R$ 55,27","R$ 33,16",808807,84205
598,CLINFAR 10MG C/30CPR **,MERCK,"R$ 27,59","R$ 23,45",800336,84249
599,SINVASTATINA 10MG C/30CPR BIOLAB,BIOLAB - GENERICO,"R$ 17,83","R$ 10,70",9993990,106646
600,LIPLESS 100MG C/30CPR**,BIOLAB,"R$ 114,47","R$ 97,30",349102,89817
601,LIVALO 4MG C/30CPR,BIOLAB,"R$ 243,85","R$ 207,27",4958809,67379
602,SINVASTATINA 40MG C/30CPR BIOLAB,BIOLAB - GENERICO,"R$ 71,34","R$ 42,80",9990989,103672
603,Trezor 20mg com 30 comprimidos,ACHE,"R$ 67,56","R$ 57,43",1868693,68836
604,ATORVASTATINA GEN 20MG C/30CPR MEDLEY,MEDLEY,"R$ 67,17","R$ 32,65",1590701,80160
605,ATORVASTATINA GEN 80MG 30CPR EMS,EMS - GENERICOS,"R$ 234,88","R$ 80,74",9990833,103512
606,CLINFAR 20MG C/30CPR*,MERCK,"R$ 52,81","R$ 44,89",9430809,97186
607,CRESTOR 5MG C/60CPR*,ASTRAZENECA,"R$ 201,84","R$ 113,88",9620703,99258
608,ROSUVASTATINA GEN 20MG C/30CPR NOVARTIS,NOVARTIS,"R$ 135,00","R$ 57,60",800335,84248
609,ROSUVASTATINA GEN 20MG C/30CPR SANDOZ,SANDOZ,"R$ 69,12","R$ 45,52",9990506,103182
610,ROSUVASTATINA GEN 5MG C/30CPR ALTHAIA,ALTHAIA,"R$ 43,64","R$ 26,18",340306,99243
611,LIVALO 2MG C/30CPR**,BIOLAB,"R$ 134,48","R$ 114,31",349101,89816
612,PLENANCE EZE 10MG + 10 MG C/30 CAPS,LIBBS,"R$ 86,83","R$ 73,81",578804,90548
613,Trezete 20mg + 10mg 30 comprimidos,ACHE,"R$ 125,09","R$ 106,33",548634,84202
614,Trezor 10mg com 30 Comprimidos,ACHE,"R$ 39,30","R$ 33,40",548637,84203
615,ZETIA 10MG C/30 CPR*,SUPERAFARMA,"R$ 115,60","R$ 98,26",9993010,105057
616,LIPITOR 20MG C/30CPR **,PFIZER,"R$ 218,98","R$ 186,13",9991376,104067
617,LIPITOR 40MG C/30CPR **,PFIZER,"R$ 328,47","R$ 279,20",4692902,67711
618,ROSUVASTATINA GEN 10MG C/30CPR GERMED,GERMED - GENERICO,"R$ 94,82","R$ 15,90",410317,68393
619,ROSUVASTATINA GEN 10MG C/30CPR NOVARTIS,NOVARTIS,"R$ 70,77","R$ 33,63",1860307,68837
620,BERINJELA 450MG C/120 CAPS,SCHRAIBER,,"R$ 60,15",1598614,80157
621,CEDUR 400MG RETARD C/30 CPR,GLENMARK,"R$ 198,86","R$ 169,03",1598816,80159
622,CLINFAR 40MG C/30CPR,MERCK,"R$ 106,96","R$ 90,92",9430314,94529
623,CRESTOR 20MG C/30CPR,ASTRAZENECA,"R$ 368,05","R$ 312,84",1738701,84195
624,CRESTOR 5MG C/30CPR*,ASTRAZENECA,"R$ 109,92","R$ 93,43",9993031,105076
625,EZETIMIBA 10MG C/30 COMPR GEN SANDOZ,SANDOZ,"R$ 77,80","R$ 59,73",344001,97145
626,LIPIDIL 160MG COM 30 COMPRIMIDOS REVESTIDOS,ABBOTT,"R$ 147,55","R$ 125,42",440342,91753
627,SINVASTATINA GEN 10MG C/30CPR GERMED,GERMED - GENERICO,"R$ 29,03","R$ 7,97",9992992,105039
628,Trezor 5MG 30 Comprimidos,ACHE,"R$ 33,54","R$ 28,51",4958808,67377
629,Vytorin 10mg + 40mg 30 comprimidos,MSD,"R$ 337,76","R$ 207,90",9990846,103525
630,ATEROMA 20MG 30CPR,SUPERAFARMA,"R$ 88,89","R$ 75,56",1838688,68237
631,ATORVASTATINA GEN 10MG C/30CPR MEDLEY*,MEDLEY,"R$ 64,41","R$ 33,85",9992083,104805
632,ATORVASTATINA GEN 10MG C/30CPR SANDOZ,SANDOZ,"R$ 56,62","R$ 31,41",450399,84192
633,CALTREN 20MG 30CPR,LIBBS,"R$ 150,99","R$ 128,34",9990051,102726
634,CIPROFIBRATO GEN 100MG C/60CPR BIOLAB,BIOLAB - GENERICO,"R$ 86,74","R$ 52,04",800337,84207
635,LIPANON 250MG RETARD C/30CAPS,HYPERA PHARMA,"R$ 133,28","R$ 113,29",1830803,86901
636,LIPIDIL 160MG COM 60 COMPRIMIDOS REVESTIDOS,ABBOTT,"R$ 265,59","R$ 225,75",9991748,104455
637,LIPLESS 100MG C/90 CPR**,BIOLAB,"R$ 182,48","R$ 155,11",3700308,88072
638,PLENANCE 20MG C/30CPR,LIBBS,"R$ 152,98","R$ 130,03",3700801,88073
639,PLENANCE 5MG C/30CPR,LIBBS,"R$ 43,31","R$ 36,81",9620701,99257
640,ROSUCOR 10MG C/30CPR,TORRENT,"R$ 42,63","R$ 34,90",9991479,104171
641,Rosucor 20mg 30 Comprimidos,TORRENT,"R$ 72,93","R$ 52,09",340307,99273
642,ROSUVASTATINA GEN 20MG C/30CPR ALTHAIA,ALTHAIA,"R$ 80,11","R$ 35,00",9358753,99021
643,ROSUVASTATINA GEN 20MG C/60CPR MEDLEY,MEDLEY - GENERICO,"R$ 155,87","R$ 91,07",9990008,102681
644,TREZOR 10MG C/60 CPR,ACHE,"R$ 76,50","R$ 65,02",4958811,67380
645,ATORVASTATINA GEN 20MG C/30 CPR EMS,EMS,"R$ 79,57","R$ 24,50",9358884,67766
646,ATORVASTATINA GEN 20MG C/30CPR NOVARTIS**,NOVARTIS,"R$ 37,99","R$ 34,53",1830704,99012
647,ATORVASTATINA GEN 40MG C/30CPR MEDLEY,MEDLEY,"R$ 155,07","R$ 61,50",9994063,106714
648,BEZAFIBRATO GEN 200MG C/20CPR EMS*,EMS,"R$ 36,68","R$ 30,99",532102,94829
649,"Ebatz 2mg,30 comprimidos",LIBBS,"R$ 101,76","R$ 86,50",548602,84201
650,EZETIMIBA GEN 10MG 60CPR ALTHAIA,ALTHAIA,"R$ 143,47","R$ 68,20",1830801,86900
651,Genfibrozila 600mg com 30 Comprimidos,MEDLEY,"R$ 112,82","R$ 59,95",3700311,92887
652,LIPITOR 10MG C/30CPR **,PFIZER,"R$ 189,78","R$ 161,31",530806,88079
653,Plenance 10mg 30 Comprimidos,LIBBS,"R$ 91,79","R$ 78,02",9991686,104388
654,ROSUCOR 10MG C/60CPR,TORRENT,"R$ 80,29","R$ 61,90",340304,98611
655,ROSUVASTATINA GEN 20MG C/30CPR MEDLEY,MEDLEY - GENERICO,"R$ 79,35","R$ 49,95",808717,90116
656,RUVA 20MG C/30CPR,EUROFARMA,"R$ 91,16","R$ 77,49",5480301,93459
657,TREZOR 40MG C/30CPR,ACHE,"R$ 192,70","R$ 163,80",9990852,103531
658,Vaslip 10mg 30 Comprimidos,BIOLAB,"R$ 22,60","R$ 19,21",100845,95134
659,ZETSIM 10/20MG C/30 CPR,SUPERAFARMA,"R$ 108,00","R$ 91,80",9995582,108001
660,ZINPASS + EZE 20MG/10MG C/30 CPR REVESTIDOS,SANOFI AVENTIS,"R$ 122,57","R$ 91,90",100844,91928
661,JARDIANCE 25MG C/10 CPR REV**,BOEHRINGER INGELHEIM,"R$ 101,96","R$ 66,00",7408691,89809
662,FORXIGA 10MG 14CPR,ASTRAZENECA,"R$ 103,12","R$ 75,00",1868851,82909
663,JARDIANCE 10MG C/10 CPR REV**,BOEHRINGER INGELHEIM,"R$ 101,96","R$ 66,00",1798638,80666
664,TRAYENTA 5MG C/30CPR**,BOEHRINGER INGELHEIM,"R$ 307,88","R$ 230,90",1599901,82489
665,GLIFAGE XR 500MG C/30CPR**,MERCK,"R$ 11,18","R$ 8,13",648669,83233
666,DIAMICRON MR 60MG C/30CPR**,SERVIER,"R$ 97,55","R$ 82,92",1591201,91050
667,FORXIGA 10MG CAIXA C/ 28 COMPRIMIDOS - SERÁ ENVIADO 02C...,ASTRAZENECA,"R$ 206,24","R$ 150,00",410158,92764
668,HUMULIN R REFIL 2X3ML,ELI LILLY DO BRASIL,"R$ 88,30","R$ 66,30",1868659,82907
669,FORXIGA 5MG C/30CPR**,ASTRAZENECA,"R$ 110,51","R$ 110,50",1868901,98383
670,"Prolopa DR 200mg + 50mg, caixa com 30 comprimidos",DIVCOM PHARMA,"R$ 122,53","R$ 104,15",628506,67145
671,GLIFAGE 850MG C/30CPR*,MERCK,"R$ 38,09","R$ 32,38",417701,66434
672,Glifage XR 850mg 30 comprimidos,MERCK,"R$ 39,65","R$ 33,70",100501,97844
673,APIDRA SOLOSTAR 100UI 3ML+APLICADOR,SANOFI AVENTIS,"R$ 45,32","R$ 38,52",1594305,91128
674,ACCU CHEK ACTIVE TIRAS C/50UNI**,ROCHE,,"R$ 94,90",1868880,82911
675,GLYXAMBI 25/5MG C/30CPR REV,BOEHRINGER INGELHEIM,"R$ 476,41","R$ 404,95",9993107,104985
676,XIGDUO XR 10/500MG COM 14 COMPRIMIDOS,ASTRAZENECA,"R$ 116,42","R$ 98,95",648683,83221
677,GALVUS MET 50/850MG 56 COMP,NOVARTIS,"R$ 243,78","R$ 207,21",9991942,104664
678,GLIFAGE XR 750MG C/30CPR,MERCK,"R$ 38,57","R$ 32,78",1798627,80664
679,GLICLAZIDA GEN 60MG C/30CPR EMS,EMS,"R$ 58,97","R$ 37,08",9989982,102656
680,HUMALOG KWIKPEN CANETA UNIT 3ML**,ELI LILLY DO BRASIL,"R$ 59,27","R$ 50,38",509501,82490
681,"ACCU FINE AGULHA P/ CANETA DE INSULINA 32G 0,23MMX4MM C...",ACCU FINE,,"R$ 72,90",70739,82683
682,DIAMICRON MR 30MG C/30CPR**,SERVIER,"R$ 48,77","R$ 41,45",70737,82684
683,FIASP FLEXTOUCH 100U/ML C/1 CANETA 3ML,VULT,"R$ 62,06","R$ 52,75",3712301,98081
684,FORXIGA 10MG C/30 COMP REVES**,ASTRAZENECA,"R$ 221,02","R$ 165,75",1862901,82908
685,Galvus Met 50/500mg 56 Comprimidos,NOVARTIS,"R$ 243,78","R$ 207,21",100503,97842
686,"Gliclazida Ranbaxy 30mg,60 comprimidos",RANBAXY - RANBAXY FARMACEUTICA LTDA,"R$ 45,77","R$ 30,58",2628810,83337
687,GLIFAGE XR 1G C/30 CPR,MERCK,"R$ 53,62","R$ 45,58",2628609,83341
688,GLYXAMBI 10/5MG C/30 CPR REV,BOEHRINGER,"R$ 476,41","R$ 404,95",2628628,83348
689,INS LEVEMIR FLEXPEN C/1 CANETA 3ML,VULT,"R$ 131,25","R$ 111,56",449512,91327
690,INS NOVOLIN N 100UI 10ML**,VULT,"R$ 64,46","R$ 29,50",449510,90962
691,INS NOVORAPID FLEXPEN C/1 CANETA **,VULT,"R$ 62,06","R$ 52,75",449504,83439
692,JANUMET XR 100/1000MG CX C/30CPR,MSD,"R$ 336,44","R$ 285,97",1830308,93062
693,JANUMET XR 50/500MG CX C/60CPR,MSD,"R$ 336,44","R$ 285,97",648678,83220
694,JANUVIA 50MG C/28 CPR**,MSD,"R$ 160,76","R$ 136,65",2628610,83343
695,STANGLIT 30 MG C/30,LIBBS,"R$ 113,30","R$ 96,30",449505,83434
696,HUMALOG KWIKPEN C/5 CANET 3ML CADA,ELI LILLY DO BRASIL,"R$ 296,19","R$ 251,76",100843,83440
697,INS NOVOLIN R 100UI FRASCO 10ML**,VULT,"R$ 64,46","R$ 29,50",628503,83851
698,JANUMET 50/500MG C/56CPR,MSD,"R$ 316,92","R$ 269,38",628505,83853
699,JARDIANCE 10MG C/30CPR,BOEHRINGER INGELHEIM,"R$ 305,79","R$ 198,00",210801,95953
700,LANTUS 100UI/ML 3ML C/1 REFIL,SANOFI AVENTIS,"R$ 105,59","R$ 89,75",210803,95954
701,LANTUS SOLOSTAR 100UI 3ML+APLICADOR**,SANOFI AVENTIS,"R$ 116,65","R$ 99,15",210805,91892
702,NESINA 25MG C/30CPR,HYPERA PHARMA,"R$ 174,05","R$ 147,94",210806,91893
703,"NESINA MET 12,5/1000MG C/60 CPR",HYPERA PHARMA,"R$ 173,83","R$ 147,76",3702301,96684
704,NESINA PIO 25/15MG C/30CPR,HYPERA PHARMA,"R$ 251,13","R$ 213,46",70738,82682
705,NESINA PIO 25/30MG C/30CPR,HYPERA PHARMA,"R$ 248,69","R$ 211,39",648656,83217
706,AZUKON MR 30MG C/60 CPR LIB PROLO,TORRENT,"R$ 40,41","R$ 28,02",648684,83222
707,"GALVUS MET 50/1,000MG 56 COMP",NOVARTIS,"R$ 243,78","R$ 207,21",648685,83223
708,HUMALOG 100UI 10ML**,ELI LILLY DO BRASIL,"R$ 161,75","R$ 137,49",2628615,83342
709,HUMALOG KWIKPEN MIX 25 CANETA UNIT 3ML,ELI LILLY DO BRASIL,"R$ 75,80","R$ 64,43",449508,83433
710,HUMALOG KWIKPEN MIX 50 CANETA UNIT 3ML,ELI LILLY DO BRASIL,"R$ 75,80","R$ 64,43",9992994,105041
711,INS NOVOLIN N PENFIL C/5 REFIS 3ML,VULT,"R$ 161,14","R$ 59,50",1830311,96867
712,JANUMET 50/1000MG CX C/56 CPR,MSD,"R$ 316,92","R$ 269,38",100837,89810
