,ean,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
4549,0736532824844,Sérum Facial Vitamina B5 + Ácido Hialurônico Principia Skincare AH-2 conta-gotas com 30mL,Principia,Drogaven,49.0,49.0,0.0,Sérum Facial Vitamina B5 + Ácido Hialurônico Principia Skincare AH-2 conta-gotas com 30mL
4550,4005808189342,Sabonete Facial em Gel Nivea Equilíbrio Nutritivo 150mL,Nivea,Drogaven,28.9,28.9,0.0,Sabonete Facial em Gel Nivea Equilíbrio Nutritivo 150mL
4551,7896235353263,Loção de Limpeza Corporal Leite de Colônia final fantastic com 100mL,Leite de Colônia,Drogaven,5.99,5.99,0.0,Loção de Limpeza Corporal Leite de Colônia final fantastic com 100mL
4552,7899706192712,Gel para Limpeza Facial CeraVe Acne Control 140g,CeraVe,Drogaven,54.9,54.9,0.0,Gel para Limpeza Facial CeraVe Acne Control 140g
4553,7899706172721,Gel de Limpeza CeraVe 150g,CeraVe,Drogaven,57.29,57.29,0.0,Gel de Limpeza CeraVe 150g
4554,4005808811717,Tônico Adstringente Facial Nivea Controle de Brilho Efeito Matte 200mL,Nivea,Drogaven,31.19,31.19,0.0,Tônico Adstringente Facial Nivea Controle de Brilho Efeito Matte 200mL
4555,3337872413728,Creme Anti-idade La Roche-Posay Redermic Hyalu C FPS 25 com 40mL,La Roche-Posay,Drogaven,269.9,269.9,0.0,Creme Anti-idade La Roche-Posay Redermic Hyalu C FPS 25 com 40mL
4556,7898587766043,Gel para Limpeza Facial La Roche-Posay Effaclar Concentrado 60g,La Roche-Posay,Drogaven,46.19,46.19,0.0,Gel para Limpeza Facial La Roche-Posay Effaclar Concentrado 60g
4557,7898636191048,Creme Corporal Cicatricure Antiestrias 250g,Cicatricure,Drogaven,31.99,31.99,0.0,Creme Corporal Cicatricure Antiestrias 250g
4558,7899706186698,Loção Facial Hidratante Cerave 52mL,CeraVe,Drogaven,78.5,78.5,0.0,Loção Facial Hidratante Cerave 52mL
4559,7899706196628,Sérum Booster Facial Garnier Uniform&Matte Vitamina C 15mL,Garnier,Drogaven,50.89,50.89,0.0,Sérum Booster Facial Garnier Uniform&Matte Vitamina C 15mL
4560,3282770153477,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica frasco 140g,Darrow,Drogaven,46.9,46.9,0.0,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica frasco 140g
4561,7898636190836,Gel Secativo Transparente Asepxia 15g,Asepxia,Drogaven,22.9,22.9,0.0,Gel Secativo Transparente Asepxia 15g
4562,0602883706309,Sérum 10% niacinamida + zinco pca Principia skincare nc-10 com 30ml,Principia,Drogaven,54.0,54.0,0.0,Sérum 10% niacinamida + zinco pca Principia skincare nc-10 com 30ml
4563,7899706197120,Gel de Limpeza Facial Antioleosidade L'Oréal Paris Revitalift Hialurônico 80g,L'Oréal Paris,Drogaven,24.49,24.49,0.0,Gel de Limpeza Facial Antioleosidade L'Oréal Paris Revitalift Hialurônico 80g
4564,7898636192441,Sabonete Concentrado Asepxia Limpeza Profunda líquido com 150mL,Asepxia,Drogaven,23.48,23.48,0.0,Sabonete Concentrado Asepxia Limpeza Profunda líquido com 150mL
4565,7899706159258,Hidratante Corporal CeraVe creme com 200g,CeraVe,Drogaven,72.9,72.9,0.0,Hidratante Corporal CeraVe creme com 200g
4566,0609963220458,Pó Ultrafino Vitamina C pura 95% + 5% Ácido Ferúlico Principia VC-95,Principia,Drogaven,59.0,59.0,0.0,Pó Ultrafino Vitamina C pura 95% + 5% Ácido Ferúlico Principia VC-95
4567,7899706189255,Gel de Limpeza Profunda Facial Vichy Normaderm bisnaga 150g + bisnaga 40g,Vichy,Drogaven,65.9,65.9,0.0,Gel de Limpeza Profunda Facial Vichy Normaderm bisnaga 150g + bisnaga 40g
4568,7898636190874,Sabonete Asepxia Detox Pele Mista a Oleosa barra com 80g,Asepxia,Drogaven,15.59,15.59,0.0,Sabonete Asepxia Detox Pele Mista a Oleosa barra com 80g
4569,7897930761803,Sabonete Dermotivin Original líquido 120mL,Dermotivin,Drogaven,53.89,53.89,0.0,Sabonete Dermotivin Original líquido 120mL
4570,7899706159173,Hidratante Corporal CeraVe creme com 200g,CeraVe,Drogaven,68.9,68.9,0.0,Hidratante Corporal CeraVe creme com 200g
4571,7899706171137,Gel para Limpeza Intensiva Facial Vichy Normaderm Phytosolution frasco 300g,Vichy,Drogaven,85.84,85.84,0.0,Gel para Limpeza Intensiva Facial Vichy Normaderm Phytosolution frasco 300g
4572,7896214000027,Creme Rugol Tradicional 50g,Rugol Cosmetic,Drogaven,29.99,29.99,0.0,Creme Rugol Tradicional 50g
4573,7898636190584,Creme para Pernas Goicoechea Anticelulite 400g,Goicoechea,Drogaven,38.69,38.69,0.0,Creme para Pernas Goicoechea Anticelulite 400g
4574,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.95,37.89,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
4575,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
4576,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
4577,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
4578,3701129800119,Sérum Facial Clareador Bioderma Pigmentbio C-concentrate 15mL,Bioderma,Drogaven,232.79,232.79,0.0,Sérum Facial Clareador Bioderma Pigmentbio C-concentrate 15mL
4579,7898132980610,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
4580,7898126403491,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
4581,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
4582,7898132980726,Shampoo Umectante Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Shampoo Umectante Bio Extratus Óleo de Coco 250mL
4583,7898132980764,Condicionador Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Óleo de Coco 250mL
4584,7614500010310,Chocolate Toblerone ao leite com 100g,Lacta,Drogaven,9.95,19.9,-0.5,CHOCOLATE TOBLERONE WHITE 100G
4585,7898132980603,Shampoo Bio Extratus + Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,24.65,49.29,-0.5,Shampoo Bio Extratus + Liso 350mL
4586,7898132980825,Banho de Creme Bio Extratus Óleo de Coco 250g,Bio Extratus Produtos Naturais,Drogaven,17.2,34.39,-0.5,Banho de Creme Bio Extratus Óleo de Coco 250g
4587,3282779003131,Água Termal Avène 300mL,Avène,Drogaven,99.99,99.99,0.0,Água Termal Avène 300mL
4588,7898949409762,Gel Facial e Corporal para Cicatrizes e Estrias Cicatricure 60g,Cicatricure,Drogaven,44.59,44.59,0.0,Gel Facial e Corporal para Cicatrizes e Estrias Cicatricure 60g
4589,7891010099725,Sabonete Facial Neutrogena Deep Clean Intensive barra 80g,Neutrogena,Drogaven,15.89,15.89,0.0,Sabonete Facial Neutrogena Deep Clean Intensive barra 80g
4590,7896261018563,Cataflam Sport Ice aerossol com 212mL,GSK,Drogaven,59.05,59.05,0.0,Cataflam Sport Ice aerossol com 212mL
4591,0602883706316,Sérum 10% ácido mandélico + alfa-arbutin Principia AM-10 com 30ml,Principia,Drogaven,54.0,54.0,0.0,Sérum 10% ácido mandélico + alfa-arbutin Principia AM-10 com 30ml
4592,7898949409632,Creme Facial Antissinais Cicatricure 50g,Cicatricure,Drogaven,42.68,42.68,0.0,Creme Facial Antissinais Cicatricure 50g
4593,7898949409540,Sabonete Suavizante Asepxia Ação Reequilibrante barra com 80g,Asepxia,Drogaven,11.39,11.39,0.0,Sabonete Suavizante Asepxia Ação Reequilibrante barra com 80g
4594,0609963220663,Antitranspirante Desodorante Principia AD-01,Principia,Drogaven,39.0,39.0,0.0,PRINCIPIA DESODORANTE 5% AC.LATICO+5% NIACINAMIDA 70ML AD-01
4595,650240012730,Sabonete Facial Antiacne Asepxia Forte barra 80g,Asepxia,Drogaven,11.39,11.39,0.0,Sabonete Facial Antiacne Asepxia Forte barra 80g
4596,7898949409533,Sabonete Esfoliante Asepxia barra com 80g,Asepxia,Drogaven,11.39,11.39,0.0,Sabonete Esfoliante Asepxia barra com 80g
4597,7899706184625,"Creme Anti-idade L'Oréal Revitalift Hialurônico cuidado diurno, FPS20, 25g",L'Oréal Brasil,Drogaven,34.49,34.49,0.0,"Creme Anti-idade L'Oréal Revitalift Hialurônico cuidado diurno, FPS20, 25g"
4598,3282770153460,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica bisnaga 60g,Darrow,Drogaven,25.99,25.99,0.0,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica bisnaga 60g
4599,7899706182980,Hidratante Corporal CeraVe creme com 50g,CeraVe,Drogaven,34.9,34.9,0.0,Hidratante Corporal CeraVe creme com 50g
4600,4005808812899,Creme Facial Noturno Antissinais Nivea Q10 Power 50g,Nivea,Drogaven,44.74,44.74,0.0,Creme Facial Noturno Antissinais Nivea Q10 Power 50g
4601,7899706159272,Hidratante Corporal CeraVe loção com 473mL,CeraVe,Drogaven,98.25,98.25,0.0,Hidratante Corporal CeraVe loção com 473mL
4602,78914940,Óleo Corporal Paixão Irresistível 200mL,Paixão,Drogaven,21.49,21.49,0.0,Óleo Corporal Paixão Irresistível 200mL
4603,7899706150781,Sabonete Dermatológico Vichy Normaderm Pele Oleosa e Acneica barra 70g,Vichy,Drogaven,45.01,45.01,0.0,Sabonete Dermatológico Vichy Normaderm Pele Oleosa e Acneica barra 70g
4604,7892953002933,Creme Hidratante Luciara Antiestrias 200mL,Zodiac,Drogaven,122.9,122.9,0.0,Creme Hidratante Luciara Antiestrias 200mL
4605,3401528519895,Óleo para Banho Bioderma Atoderm 200mL,Bioderma,Drogaven,99.9,99.9,0.0,Óleo para Banho Bioderma Atoderm 200mL
4606,7898040321871,"Redutor de Cicatriz Kelo-Cote Gel, 15g",Farmoquímica,Drogaven,200.54,200.54,0.0,"Redutor de Cicatriz Kelo-Cote Gel, 15g"
4607,7896902211247,Óleo Corporal de Girassol Farmax 100mL,Farmax,Drogaven,10.69,10.69,0.0,Óleo Corporal de Girassol Farmax 100mL
4608,7896902211421,Óleo Corporal de Girassol Farmax 100mL,Farmax,Drogaven,9.59,9.59,0.0,Óleo Corporal de Girassol Farmax 100mL
4609,7899706159197,Hidratante Corporal CeraVe creme com 453g,CeraVe,Drogaven,94.9,94.9,0.0,Hidratante Corporal CeraVe creme com 453g
4610,7891010253790,Hidratante Facial Neutrogena Face Care Intensive Antissinais FPS 22 com 100g,Neutrogena,Drogaven,39.99,39.99,0.0,Hidratante Facial Neutrogena Face Care Intensive Antissinais FPS 22 com 100g
4611,7897230303062,Sabonete Facial Hidrabene líquido com 120mL,Hidrabene,Drogaven,33.49,39.99,-0.16,Sabonete Facial Hidrabene líquido com 120mL
4612,3701129805367,Gel Creme Facial Bioderma Sébium Kerato+ 30mL,Bioderma,Drogaven,133.25,133.25,0.0,Gel Creme Facial Bioderma Sébium Kerato+ 30mL
4613,78907874,Óleo Corporal Paixão Inspiradora Rosas Brancas 200mL,Paixão,Drogaven,21.49,21.49,0.0,Óleo Corporal Paixão Inspiradora Rosas Brancas 200mL
4614,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
4615,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.95,37.89,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
4616,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
4617,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
4618,3282770153507,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica frasco 400g,Darrow,Drogaven,89.9,89.9,0.0,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica frasco 400g
4619,7898132980610,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
4620,7898126403491,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
4621,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
4622,7898132980603,Shampoo Bio Extratus + Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,24.65,49.29,-0.5,Shampoo Bio Extratus + Liso 350mL
4623,7898132980726,Shampoo Umectante Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Shampoo Umectante Bio Extratus Óleo de Coco 250mL
4624,7898132980825,Banho de Creme Bio Extratus Óleo de Coco 250g,Bio Extratus Produtos Naturais,Drogaven,17.2,34.39,-0.5,Banho de Creme Bio Extratus Óleo de Coco 250g
4625,7898132980764,Condicionador Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Óleo de Coco 250mL
4626,7614500010310,Chocolate Toblerone ao leite com 100g,Lacta,Drogaven,9.95,19.9,-0.5,CHOCOLATE TOBLERONE WHITE 100G
4627,7897129304552,Sérum Anti-idade Theraskin Euryale C 50g,Theraskin,Drogaven,148.9,148.9,0.0,Sérum Anti-idade Theraskin Euryale C 50g
4628,7908346900035,Gel Facial Peel Off Dermachem Pepino e Argila Verde 60g,Dermachem,Drogaven,13.29,13.29,0.0,Gel Facial Peel Off Dermachem Pepino e Argila Verde 60g
4629,0609963220243,Sérum 5% Cafeína + 3% Tranexâmico + Ferúlico Principia MIX-02 30ml,Principia,Drogaven,59.0,59.0,0.0,PRINCIPIA SERUM 5% CAF+3% TRANEX+AC.FERULIC MIX-02
4630,7896671600853,"Creme Esfoliante Facial e Corporal Flores & Vegetais apricot, 200g",Flores & Vegetais,Drogaven,23.69,23.69,0.0,"Creme Esfoliante Facial e Corporal Flores & Vegetais apricot, 200g"
4631,7898632472592,Sabonete Facial Demaquilante Labotrat frasco com 100mL,Labotrat,Drogaven,24.9,24.9,0.0,Sabonete Facial Demaquilante Labotrat frasco com 100mL
4632,768455107896,SAF-Gel 85g,Convatec Medical Care,Drogaven,90.87,90.87,0.0,SAF-Gel 85g
4633,7898632472813,Esfoliante Corporal e Facial Labotrat Dia a Dia Pitaya + Ácido Hialurônico 150g,Labotrat,Drogaven,19.9,19.9,0.0,Esfoliante Corporal e Facial Labotrat Dia a Dia Pitaya + Ácido Hialurônico 150g
4634,7896094211278,Clareador Facial Libbs Ct-Amina Cisteamina 5% 15g,Libbs,Drogaven,129.9,129.9,0.0,Clareador Facial Libbs Ct-Amina Cisteamina 5% 15g
4635,7899706250290,Gel para Limpeza Facial Garnier SkinActive Uniform & Matte Antiacne 150g,Garnier,Drogaven,33.69,33.69,0.0,Gel para Limpeza Facial Garnier SkinActive Uniform & Matte Antiacne 150g
4636,7899706171748,Gel de Limpeza Profunda Facial Vichy Normaderm frasco pump 300g,Vichy,Drogaven,87.03,87.03,0.0,Gel de Limpeza Profunda Facial Vichy Normaderm frasco pump 300g
4637,0609963220359,Sérum Vitamina C + Ácido Ferúlico Principia Skincare VC-10 conta-gotas com 30mL,Principia,Drogaven,59.0,59.0,0.0,Sérum Vitamina C + Ácido Ferúlico Principia Skincare VC-10 conta-gotas com 30mL
4638,7898949409557,Sabonete Asepxia Enxofre barra com 80g,Asepxia,Drogaven,11.39,11.39,0.0,Sabonete Asepxia Enxofre barra com 80g
4639,0609963220526,"Sérum Principia Retinol 0,3% + Vitamina E - Rn-0,3 Skincare",Principia,Drogaven,54.0,54.0,0.0,"Sérum Principia Retinol 0,3% + Vitamina E - Rn-0,3 Skincare"
4640,7898919411917,Óleo Corporal Paixão Amêndoa com Avelã 100mL,Paixão,Drogaven,12.09,12.09,0.0,Óleo Corporal Paixão Amêndoa com Avelã 100mL
4641,8429420142916,Hidratante Corporal Isdin Woman Antiestrias 250mL,Fotoprotector ISDIN,Drogaven,136.9,136.9,0.0,Hidratante Corporal Isdin Woman Antiestrias 250mL
4642,7896806700021,Tônico Leite de Rosas tradicional com 100mL,Leite de Rosas,Drogaven,4.9,4.9,0.0,Tônico Leite de Rosas tradicional com 100mL
4643,3282770153491,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica refil 300g,Darrow,Drogaven,58.09,58.09,0.0,Gel para Limpeza Facial Darrow Actine Pele Oleosa e Acneica refil 300g
4644,7898087340347,Gel Cicatrizante Dersani Hidrogel 85g,Megalabs,Drogaven,77.38,77.38,0.0,Gel Cicatrizante Dersani Hidrogel 85g
4645,768455107193,SAF-Gel 85g,Convatec Medical Care,Drogaven,14.69,14.69,0.0,SAF-Gel 85g
4646,7896806700038,Tônico Leite de Rosas tradicional com 170mL,Leite de Rosas,Drogaven,8.5,8.5,0.0,Tônico Leite de Rosas tradicional com 170mL
4647,7896226109053,Gel para Pernas Vescaten 150g,Marjan Farma,Drogaven,87.9,87.9,0.0,Gel para Pernas Vescaten 150g
4648,7896902217713,"Vaselina Vasemax sólida, 70g",Vasemax,Drogaven,11.9,11.9,0.0,"Vaselina Vasemax sólida, 70g"
4649,7896806700045,"Tônico Leite de Rosas tradicional, 310mL",Leite de Rosas,Drogaven,11.9,11.9,0.0,"Tônico Leite de Rosas tradicional, 310mL"
4650,7896235353256,Loção de Limpeza Corporal Leite de Colônia original com 200mL,Leite de Colônia,Drogaven,7.99,7.99,0.0,Loção de Limpeza Corporal Leite de Colônia original com 200mL
4651,7899706155021,Gel para Limpeza Facial La Roche-Posay Effaclar Concentrado 300g,La Roche-Posay,Drogaven,89.9,89.9,0.0,Gel para Limpeza Facial La Roche-Posay Effaclar Concentrado 300g
4652,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.95,37.89,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
4653,7898636190973,Creme Facial Antissinais Cicatricure 30g,Cicatricure,Drogaven,32.89,32.89,0.0,Creme Facial Antissinais Cicatricure 30g
4654,3282779340847,Kit Gel para Limpeza Facial Darrow Actine frasco 140g + bisnaga 40g,Darrow,Drogaven,46.9,46.9,0.0,Kit Gel para Limpeza Facial Darrow Actine frasco 140g + bisnaga 40g
4655,3282770148817,Gel para Limpeza Facial Avène Cleanance 300g,Avène,Drogaven,91.99,91.99,0.0,Gel para Limpeza Facial Avène Cleanance 300g
4656,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
4657,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
4658,7898132980610,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
4659,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
4660,7898126403491,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
4661,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
4662,7898132980726,Shampoo Umectante Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Shampoo Umectante Bio Extratus Óleo de Coco 250mL
4663,7898132980603,Shampoo Bio Extratus + Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,24.65,49.29,-0.5,Shampoo Bio Extratus + Liso 350mL
4664,7898132980764,Condicionador Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Óleo de Coco 250mL
4665,7614500010310,Chocolate Toblerone ao leite com 100g,Lacta,Drogaven,9.95,19.9,-0.5,CHOCOLATE TOBLERONE WHITE 100G
4666,7898132980825,Banho de Creme Bio Extratus Óleo de Coco 250g,Bio Extratus Produtos Naturais,Drogaven,17.2,34.39,-0.5,Banho de Creme Bio Extratus Óleo de Coco 250g
4667,7898632472677,Sabonete Facial Labotrat Antiacne 100mL,Labotrat,Drogaven,19.9,19.9,0.0,Sabonete Facial Labotrat Antiacne 100mL
4668,7898087340040,Loção Oleosa Dersani Original 100mL,Dersani,Drogaven,52.0,52.0,0.0,Loção Oleosa Dersani Original 100mL
4669,7898549756624,"Sabonete Acnase Limpeza antiacneico, barra com 80g",Acnase,Drogaven,14.89,14.89,0.0,"Sabonete Acnase Limpeza antiacneico, barra com 80g"
4670,3499320008198,Sabonete Cetaphil Limpeza Suave barra 127g,Cetaphil,Drogaven,32.99,32.99,0.0,Sabonete Cetaphil Limpeza Suave barra 127g
4671,7898632472820,Esfoliante Corporal e Facial Labotrat Melancia + Rosa Mosqueta 150g,Labotrat,Drogaven,19.9,19.9,0.0,Esfoliante Corporal e Facial Labotrat Melancia + Rosa Mosqueta 150g
4672,7891010249861,Gel Creme Facial Antissinais Neutrogena Bright Boost 50g,Neutrogena,Drogaven,89.69,89.69,0.0,Gel Creme Facial Antissinais Neutrogena Bright Boost 50g
4673,7891010249878,Gel Creme Facial Antissinais Neutrogena Bright Boost FPS 30 com 40g,Neutrogena,Drogaven,71.49,71.49,0.0,Gel Creme Facial Antissinais Neutrogena Bright Boost FPS 30 com 40g
4674,7898132984830,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL",Bio Extratus,Drogaven,18.95,37.89,-0.5,"Shampoo Nutritivo Bio Extratus Mel, Chia e Colágeno 250mL"
4675,7898132980900,Finalizador Bio Extratus Shitake Dia e Noite 250g,Bio Extratus Produtos Naturais,Drogaven,23.15,46.29,-0.5,Finalizador Bio Extratus Shitake Dia e Noite 250g
4676,7891010974886,Gel para Limpeza Facial Neutrogena Acne Proofing 200mL,Neutrogena,Drogaven,48.19,48.19,0.0,Gel para Limpeza Facial Neutrogena Acne Proofing 200mL
4677,7898126400278,Condicionador Bio Extratus Neutro Brilho Natural 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Neutro Brilho Natural 250mL
4678,7891010254933,Sérum Facial Hidratante Concentrado Neutrogena Hydro Boost 30mL,Neutrogena,Drogaven,101.07,101.07,0.0,Sérum Facial Hidratante Concentrado Neutrogena Hydro Boost 30mL
4679,7891010245191,Esfoliante Facial Neutrogena Purified Skin 100g,Neutrogena,Drogaven,53.96,53.96,0.0,Esfoliante Facial Neutrogena Purified Skin 100g
4680,7898132980641,Máscara Antifrizz Bio Extratus + Liso 250g,Bio Extratus Produtos Naturais,Drogaven,18.25,36.49,-0.5,Máscara Antifrizz Bio Extratus + Liso 250g
4681,7898132980610,Condicionador Bio Extratus +Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,23.8,47.59,-0.5,Condicionador Bio Extratus +Liso 350mL
4682,7898126403491,Máscara Hidratante Bio Extratus Shitake Plus 250g,Bio Extratus,Drogaven,18.25,36.49,-0.5,Máscara Hidratante Bio Extratus Shitake Plus 250g
4683,7898126407550,Condicionador Bio Extratus Força com Pimenta 350mL,Bio Extratus Produtos Naturais,Drogaven,24.05,48.09,-0.5,Condicionador Bio Extratus Força com Pimenta 350mL
4684,7898132980726,Shampoo Umectante Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.95,37.89,-0.5,Shampoo Umectante Bio Extratus Óleo de Coco 250mL
4685,7898132980764,Condicionador Bio Extratus Óleo de Coco 250mL,Bio Extratus Produtos Naturais,Drogaven,18.9,37.79,-0.5,Condicionador Bio Extratus Óleo de Coco 250mL
4686,7898132980603,Shampoo Bio Extratus + Liso 350mL,Bio Extratus Produtos Naturais,Drogaven,24.65,49.29,-0.5,Shampoo Bio Extratus + Liso 350mL
4687,7614500010310,Chocolate Toblerone ao leite com 100g,Lacta,Drogaven,9.95,19.9,-0.5,CHOCOLATE TOBLERONE WHITE 100G
4688,7898132980825,Banho de Creme Bio Extratus Óleo de Coco 250g,Bio Extratus Produtos Naturais,Drogaven,17.2,34.39,-0.5,Banho de Creme Bio Extratus Óleo de Coco 250g
4689,50000298723,"Fórmula Infantil Nestlé NAN Soja 0 a 12 meses, lata com 800g",NAN,Drogaven,79.9,79.9,0.0,"Fórmula Infantil Nestlé NAN Soja 0 a 12 meses, lata com 800g"
4690,7896094905627,Sabonete Glicerinado Pom Pom barra 80g,Pom Pom,Drogaven,4.29,4.29,0.0,Sabonete Glicerinado Pom Pom barra 80g
4691,7896007549627,"Fralda Descartável Huggies Supreme Care Disney Baby RN, pacote com 18 unidades",Huggies,Drogaven,27.59,27.59,0.0,"Fralda Descartável Huggies Supreme Care Disney Baby RN, pacote com 18 unidades"
4692,7891000079515,"Fórmula Infantil Nestlé Nan Comfor 2 6 a 12 meses, lata com 800g",NAN,Drogaven,60.9,60.9,0.0,"Fórmula Infantil Nestlé Nan Comfor 2 6 a 12 meses, lata com 800g"
4693,7891106912167,Creme Preventivo para Assaduras Bepantol Baby 30g,Bepantol,Drogaven,18.49,18.49,0.0,Creme Preventivo para Assaduras Bepantol Baby 30g
4694,7891010804626,Creme de Pentear Johnson's Baby Hidratação Intensa 150mL,Johnson's Baby,Drogaven,41.99,41.99,0.0,Creme de Pentear Johnson's Baby Hidratação Intensa 150mL
4695,7897947604506,Repelente Xô Inseto Kids 100mL,Xô Inseto,Drogaven,15.49,15.49,0.0,Repelente Xô Inseto Kids 100mL
4696,7891150065307,Shampoo Dove Baby Hidratação Glicerinada 200mL,Dove,Drogaven,12.9,12.9,0.0,Shampoo Dove Baby Hidratação Glicerinada 200mL
4697,7899700803386,FRALDA BIMBI M 40UNID,Bimbi Infantil,Drogaven,34.99,38.39,-0.09,FRALDA BIMBI M 40UNID
4698,7896007548491,"Fralda Descartável Huggies Supreme Care Disney Baby M, pacote com 66 unidades",Huggies,Drogaven,96.49,96.49,0.0,"Fralda Descartável Huggies Supreme Care Disney Baby M, pacote com 80 unidades"
4699,7891158105166,"PediaSure chocolate, lata com 850g",PediaSure,Drogaven,137.68,137.68,0.0,"PediaSure chocolate, lata com 850g"
